SerialNumber,EpochTime,Latitude,Longitude,APName,RSSI,Frequency,
4162,1601192991836,26.52703731,128.02787423,AP005,-73, 2427,
4162,1601192991836,26.52703731,128.02787423,AP001,-75, 2462,
4162,1601192991836,26.52703731,128.02787423,AP003,-80, 2432,
4162,1601192991836,26.52703731,128.02787423,AP002,-81, 2447,
4163,1601192992845,26.52704228,128.0278746,AP004,-65, 2412,
4163,1601192992845,26.52704228,128.0278746,AP005,-73, 2427,
4163,1601192992845,26.52704228,128.0278746,AP001,-75, 2462,
4163,1601192992845,26.52704228,128.0278746,AP003,-80, 2432,
4163,1601192992845,26.52704228,128.0278746,AP002,-81, 2447,
4164,1601192993823,26.52704601,128.02787497,AP001,-72, 2462,
4164,1601192993823,26.52704601,128.02787497,AP005,-77, 2427,
4164,1601192993823,26.52704601,128.02787497,AP004,-78, 2412,
4165,1601192994825,26.52705016,128.02787555,AP001,-72, 2462,
4165,1601192994825,26.52705016,128.02787555,AP005,-77, 2427,
4165,1601192994825,26.52705016,128.02787555,AP004,-78, 2412,
4166,1601192995834,26.52705483,128.02787592,AP001,-73, 2462,
4166,1601192995834,26.52705483,128.02787592,AP005,-73, 2427,
4166,1601192995834,26.52705483,128.02787592,AP004,-77, 2412,
4166,1601192995834,26.52705483,128.02787592,AP002,-78, 2447,
4166,1601192995834,26.52705483,128.02787592,AP003,-80, 2432,
4167,1601192996830,26.52706009,128.02787662,AP001,-73, 2462,
4167,1601192996830,26.52706009,128.02787662,AP005,-73, 2427,
4167,1601192996830,26.52706009,128.02787662,AP004,-77, 2412,
4167,1601192996830,26.52706009,128.02787662,AP002,-78, 2447,
4167,1601192996830,26.52706009,128.02787662,AP003,-80, 2432,
4168,1601192997841,26.52706538,128.02787596,AP004,-72, 2412,
4168,1601192997841,26.52706538,128.02787596,AP001,-73, 2462,
4168,1601192997841,26.52706538,128.02787596,AP005,-75, 2427,
4168,1601192997841,26.52706538,128.02787596,AP002,-79, 2447,
4168,1601192997841,26.52706538,128.02787596,AP003,-81, 2432,
4169,1601192998865,26.52707072,128.02787675,AP004,-72, 2412,
4169,1601192998865,26.52707072,128.02787675,AP001,-73, 2462,
4169,1601192998865,26.52707072,128.02787675,AP005,-75, 2427,
4169,1601192998865,26.52707072,128.02787675,AP002,-79, 2447,
4169,1601192998865,26.52707072,128.02787675,AP003,-81, 2432,
4170,1601192999838,26.5270754,128.02787762,AP005,-71, 2427,
4170,1601192999838,26.5270754,128.02787762,AP001,-73, 2462,
4170,1601192999838,26.5270754,128.02787762,AP004,-75, 2412,
4170,1601192999838,26.5270754,128.02787762,AP002,-80, 2447,
4170,1601192999838,26.5270754,128.02787762,AP003,-83, 2432,
4171,1601193000843,26.52707897,128.02787807,AP005,-71, 2427,
4171,1601193000843,26.52707897,128.02787807,AP001,-73, 2462,
4171,1601193000843,26.52707897,128.02787807,AP004,-75, 2412,
4171,1601193000843,26.52707897,128.02787807,AP002,-80, 2447,
4171,1601193000843,26.52707897,128.02787807,AP003,-83, 2432,
4172,1601193001848,26.52708334,128.02787925,AP001,-68, 2462,
4172,1601193001848,26.52708334,128.02787925,AP005,-70, 2427,
4172,1601193001848,26.52708334,128.02787925,AP004,-82, 2412,
4173,1601193002832,26.52708853,128.02787958,AP001,-68, 2462,
4173,1601193002832,26.52708853,128.02787958,AP005,-70, 2427,
4173,1601193002832,26.52708853,128.02787958,AP004,-82, 2412,
4174,1601193003848,26.52709349,128.02787942,AP004,-77, 2412,
4174,1601193003848,26.52709349,128.02787942,AP002,-79, 2447,
4175,1601193004842,26.52709857,128.02787996,AP004,-77, 2412,
4175,1601193004842,26.52709857,128.02787996,AP002,-79, 2447,
4176,1601193005842,26.52710316,128.02788027,AP001,-74, 2462,
4176,1601193005842,26.52710316,128.02788027,AP003,-81, 2432,
4177,1601193006837,26.52710692,128.02788098,AP001,-74, 2462,
4177,1601193006837,26.52710692,128.02788098,AP003,-81, 2432,
4178,1601193007835,26.52711083,128.02788103,AP005,-73, 2427,
4178,1601193007835,26.52711083,128.02788103,AP004,-84, 2412,
4179,1601193008847,26.52711544,128.0278814,AP005,-73, 2427,
4179,1601193008847,26.52711544,128.0278814,AP004,-84, 2412,
4180,1601193009828,26.52711947,128.0278817,AP004,-82, 2412,
4180,1601193009828,26.52711947,128.0278817,AP003,-82, 2432,
4181,1601193010843,26.52712418,128.02788243,AP004,-82, 2412,
4181,1601193010843,26.52712418,128.02788243,AP003,-82, 2432,
4182,1601193011843,26.52712941,128.02788407,AP005,-68, 2427,
4182,1601193011843,26.52712941,128.02788407,AP002,-76, 2447,
4183,1601193012825,26.52713508,128.02788528,AP005,-68, 2427,
4183,1601193012825,26.52713508,128.02788528,AP002,-76, 2447,
4184,1601193013818,26.52714133,128.02788597,AP001,-73, 2462,
4184,1601193013818,26.52714133,128.02788597,AP004,-80, 2412,
4184,1601193013818,26.52714133,128.02788597,AP003,-81, 2432,
4185,1601193014833,26.52714762,128.02788712,AP001,-73, 2462,
4185,1601193014833,26.52714762,128.02788712,AP004,-80, 2412,
4185,1601193014833,26.52714762,128.02788712,AP003,-81, 2432,
4186,1601193015837,26.52715437,128.02788836,AP005,-66, 2427,
4186,1601193015837,26.52715437,128.02788836,AP002,-76, 2447,
4187,1601193016828,26.52716082,128.02788944,AP005,-66, 2427,
4187,1601193016828,26.52716082,128.02788944,AP002,-76, 2447,
4188,1601193017828,26.52716698,128.02789054,AP001,-74, 2462,
4188,1601193017828,26.52716698,128.02789054,AP002,-76, 2447,
4188,1601193017828,26.52716698,128.02789054,AP004,-85, 2412,
4189,1601193018836,26.52717243,128.02789177,AP001,-74, 2462,
4189,1601193018836,26.52717243,128.02789177,AP002,-76, 2447,
4189,1601193018836,26.52717243,128.02789177,AP004,-85, 2412,
4190,1601193019832,26.52717726,128.02789202,AP002,-77, 2447,
4190,1601193019832,26.52717726,128.02789202,AP003,-83, 2432,
4191,1601193020840,26.52718252,128.02789221,AP002,-77, 2447,
4191,1601193020840,26.52718252,128.02789221,AP003,-83, 2432,
4192,1601193021836,26.52718808,128.02789346,AP001,-75, 2462,
4192,1601193021836,26.52718808,128.02789346,AP002,-77, 2447,
4193,1601193022844,26.52719381,128.02789515,AP001,-75, 2462,
4193,1601193022844,26.52719381,128.02789515,AP002,-77, 2447,
4194,1601193023828,26.52719954,128.02789677,AP001,-72, 2462,
4194,1601193023828,26.52719954,128.02789677,AP005,-74, 2427,
4194,1601193023828,26.52719954,128.02789677,AP003,-83, 2432,
4194,1601193023828,26.52719954,128.02789677,AP004,-85, 2412,
4195,1601193024840,26.52720631,128.02789877,AP001,-72, 2462,
4195,1601193024840,26.52720631,128.02789877,AP005,-74, 2427,
4195,1601193024840,26.52720631,128.02789877,AP003,-83, 2432,
4195,1601193024840,26.52720631,128.02789877,AP004,-85, 2412,
4196,1601193025841,26.52721184,128.02790016,AP002,-76, 2447,
4197,1601193026838,26.5272178,128.02790158,AP002,-76, 2447,
4198,1601193027826,26.52722314,128.02790215,AP001,-75, 2462,
4198,1601193027826,26.52722314,128.02790215,AP004,-86, 2412,
4198,1601193027826,26.52722314,128.02790215,AP003,-86, 2432,
4199,1601193028835,26.52722802,128.02790275,AP001,-75, 2462,
4199,1601193028835,26.52722802,128.02790275,AP004,-86, 2412,
4199,1601193028835,26.52722802,128.02790275,AP003,-86, 2432,
4200,1601193029845,26.52723251,128.02790158,AP002,-75, 2447,
4201,1601193030825,26.52723737,128.02790156,AP002,-75, 2447,
4202,1601193031829,26.52724247,128.0279017,AP001,-76, 2462,
4202,1601193031829,26.52724247,128.0279017,AP005,-77, 2427,
4202,1601193031829,26.52724247,128.0279017,AP003,-85, 2432,
4203,1601193032833,26.52724575,128.02789776,AP001,-76, 2462,
4203,1601193032833,26.52724575,128.02789776,AP005,-77, 2427,
4203,1601193032833,26.52724575,128.02789776,AP003,-85, 2432,
4204,1601193033826,26.52724213,128.0278928,AP005,-69, 2427,
4204,1601193033826,26.52724213,128.0278928,AP002,-79, 2447,
4205,1601193034838,26.52723535,128.02789045,AP005,-69, 2427,
4205,1601193034838,26.52723535,128.02789045,AP002,-79, 2447,
4206,1601193035822,26.52722739,128.02789066,AP001,-71, 2462,
4206,1601193035822,26.52722739,128.02789066,AP004,-73, 2412,
4206,1601193035822,26.52722739,128.02789066,AP002,-74, 2447,
4206,1601193035822,26.52722739,128.02789066,AP003,-83, 2432,
4207,1601193036840,26.52721928,128.02789161,AP001,-71, 2462,
4207,1601193036840,26.52721928,128.02789161,AP004,-73, 2412,
4207,1601193036840,26.52721928,128.02789161,AP002,-74, 2447,
4207,1601193036840,26.52721928,128.02789161,AP003,-83, 2432,
4208,1601193037828,26.52721168,128.02789274,AP001,-69, 2462,
4208,1601193037828,26.52721168,128.02789274,AP004,-70, 2412,
4208,1601193037828,26.52721168,128.02789274,AP002,-75, 2447,
4208,1601193037828,26.52721168,128.02789274,AP005,-77, 2427,
4209,1601193038831,26.52720457,128.02789369,AP001,-69, 2462,
4209,1601193038831,26.52720457,128.02789369,AP004,-70, 2412,
4209,1601193038831,26.52720457,128.02789369,AP002,-75, 2447,
4209,1601193038831,26.52720457,128.02789369,AP005,-77, 2427,
4210,1601193039841,26.52719788,128.02789389,AP004,-73, 2412,
4210,1601193039841,26.52719788,128.02789389,AP001,-73, 2462,
4210,1601193039841,26.52719788,128.02789389,AP002,-75, 2447,
4211,1601193040833,26.52719134,128.02789359,AP004,-73, 2412,
4211,1601193040833,26.52719134,128.02789359,AP001,-73, 2462,
4211,1601193040833,26.52719134,128.02789359,AP002,-75, 2447,
4212,1601193041834,26.52718484,128.02789363,AP005,-65, 2427,
4212,1601193041834,26.52718484,128.02789363,AP001,-71, 2462,
4212,1601193041834,26.52718484,128.02789363,AP004,-72, 2412,
4212,1601193041834,26.52718484,128.02789363,AP002,-74, 2447,
4212,1601193041834,26.52718484,128.02789363,AP003,-82, 2432,
4213,1601193042826,26.52717839,128.02789372,AP005,-65, 2427,
4213,1601193042826,26.52717839,128.02789372,AP001,-71, 2462,
4213,1601193042826,26.52717839,128.02789372,AP004,-72, 2412,
4213,1601193042826,26.52717839,128.02789372,AP002,-74, 2447,
4213,1601193042826,26.52717839,128.02789372,AP003,-82, 2432,
4214,1601193043821,26.52717238,128.02789388,AP005,-65, 2427,
4214,1601193043821,26.52717238,128.02789388,AP001,-73, 2462,
4214,1601193043821,26.52717238,128.02789388,AP002,-74, 2447,
4214,1601193043821,26.52717238,128.02789388,AP004,-75, 2412,
4214,1601193043821,26.52717238,128.02789388,AP003,-82, 2432,
4215,1601193044845,26.52716654,128.02789362,AP005,-65, 2427,
4215,1601193044845,26.52716654,128.02789362,AP001,-73, 2462,
4215,1601193044845,26.52716654,128.02789362,AP002,-74, 2447,
4215,1601193044845,26.52716654,128.02789362,AP004,-75, 2412,
4215,1601193044845,26.52716654,128.02789362,AP003,-82, 2432,
4216,1601193045829,26.52716139,128.02789316,AP005,-65, 2427,
4216,1601193045829,26.52716139,128.02789316,AP001,-74, 2462,
4216,1601193045829,26.52716139,128.02789316,AP002,-75, 2447,
4216,1601193045829,26.52716139,128.02789316,AP004,-79, 2412,
4216,1601193045829,26.52716139,128.02789316,AP003,-81, 2432,
4217,1601193046836,26.52715684,128.027892,AP005,-65, 2427,
4217,1601193046836,26.52715684,128.027892,AP001,-74, 2462,
4217,1601193046836,26.52715684,128.027892,AP002,-75, 2447,
4217,1601193046836,26.52715684,128.027892,AP004,-79, 2412,
4217,1601193046836,26.52715684,128.027892,AP003,-81, 2432,
4218,1601193047825,26.52715235,128.02789136,AP005,-65, 2427,
4218,1601193047825,26.52715235,128.02789136,AP004,-72, 2412,
4218,1601193047825,26.52715235,128.02789136,AP001,-73, 2462,
4218,1601193047825,26.52715235,128.02789136,AP002,-75, 2447,
4218,1601193047825,26.52715235,128.02789136,AP003,-81, 2432,
4219,1601193048824,26.52714796,128.02789114,AP005,-65, 2427,
4219,1601193048824,26.52714796,128.02789114,AP004,-72, 2412,
4219,1601193048824,26.52714796,128.02789114,AP001,-73, 2462,
4219,1601193048824,26.52714796,128.02789114,AP002,-75, 2447,
4219,1601193048824,26.52714796,128.02789114,AP003,-81, 2432,
4220,1601193049820,26.52714335,128.02789069,AP005,-72, 2427,
4220,1601193049820,26.52714335,128.02789069,AP001,-73, 2462,
4220,1601193049820,26.52714335,128.02789069,AP002,-74, 2447,
4220,1601193049820,26.52714335,128.02789069,AP004,-75, 2412,
4220,1601193049820,26.52714335,128.02789069,AP003,-81, 2432,
4221,1601193050822,26.52713857,128.0278899,AP005,-72, 2427,
4221,1601193050822,26.52713857,128.0278899,AP001,-73, 2462,
4221,1601193050822,26.52713857,128.0278899,AP002,-74, 2447,
4221,1601193050822,26.52713857,128.0278899,AP004,-75, 2412,
4221,1601193050822,26.52713857,128.0278899,AP003,-81, 2432,
4222,1601193051816,26.5271337,128.02789011,AP001,-71, 2462,
4222,1601193051816,26.5271337,128.02789011,AP004,-74, 2412,
4222,1601193051816,26.5271337,128.02789011,AP003,-82, 2432,
4223,1601193052836,26.52712856,128.02788934,AP001,-71, 2462,
4223,1601193052836,26.52712856,128.02788934,AP004,-74, 2412,
4223,1601193052836,26.52712856,128.02788934,AP003,-82, 2432,
4224,1601193053820,26.52712338,128.02788848,AP005,-67, 2427,
4224,1601193053820,26.52712338,128.02788848,AP002,-74, 2447,
4224,1601193053820,26.52712338,128.02788848,AP004,-75, 2412,
4225,1601193054830,26.52711796,128.02788869,AP005,-67, 2427,
4225,1601193054830,26.52711796,128.02788869,AP002,-74, 2447,
4225,1601193054830,26.52711796,128.02788869,AP004,-75, 2412,
4226,1601193055825,26.52711295,128.02788896,AP004,-68, 2412,
4226,1601193055825,26.52711295,128.02788896,AP001,-72, 2462,
4226,1601193055825,26.52711295,128.02788896,AP003,-80, 2432,
4227,1601193056821,26.52710847,128.0278884,AP004,-68, 2412,
4227,1601193056821,26.52710847,128.0278884,AP001,-72, 2462,
4227,1601193056821,26.52710847,128.0278884,AP003,-80, 2432,
4228,1601193057829,26.52710438,128.02788738,AP004,-69, 2412,
4228,1601193057829,26.52710438,128.02788738,AP005,-72, 2427,
4228,1601193057829,26.52710438,128.02788738,AP003,-83, 2432,
4229,1601193058842,26.52710007,128.02788672,AP004,-69, 2412,
4229,1601193058842,26.52710007,128.02788672,AP005,-72, 2427,
4229,1601193058842,26.52710007,128.02788672,AP003,-83, 2432,
4230,1601193059821,26.5270961,128.0278864,AP002,-75, 2447,
4231,1601193060846,26.52709232,128.02788566,AP002,-75, 2447,
4232,1601193061825,26.52708832,128.02788567,AP004,-73, 2412,
4232,1601193061825,26.52708832,128.02788567,AP003,-80, 2432,
4233,1601193062868,26.52708357,128.02788486,AP004,-73, 2412,
4233,1601193062868,26.52708357,128.02788486,AP003,-80, 2432,
4234,1601193063841,26.52707952,128.02788449,AP002,-79, 2447,
4235,1601193064868,26.52707584,128.02788404,AP002,-79, 2447,
4236,1601193065827,26.52707212,128.02788444,AP001,-70, 2462,
4236,1601193065827,26.52707212,128.02788444,AP004,-71, 2412,
4236,1601193065827,26.52707212,128.02788444,AP002,-77, 2447,
4236,1601193065827,26.52707212,128.02788444,AP005,-77, 2427,
4236,1601193065827,26.52707212,128.02788444,AP003,-80, 2432,
4237,1601193066837,26.52706786,128.02788453,AP001,-70, 2462,
4237,1601193066837,26.52706786,128.02788453,AP004,-71, 2412,
4237,1601193066837,26.52706786,128.02788453,AP002,-77, 2447,
4237,1601193066837,26.52706786,128.02788453,AP005,-77, 2427,
4237,1601193066837,26.52706786,128.02788453,AP003,-80, 2432,
4238,1601193067838,26.52706393,128.02788411,AP002,-78, 2447,
4238,1601193067838,26.52706393,128.02788411,AP005,-81, 2427,
4239,1601193068841,26.52706088,128.02788314,AP002,-78, 2447,
4239,1601193068841,26.52706088,128.02788314,AP005,-81, 2427,
4240,1601193069842,26.52705741,128.02788285,AP001,-68, 2462,
4240,1601193069842,26.52705741,128.02788285,AP004,-70, 2412,
4240,1601193069842,26.52705741,128.02788285,AP003,-81, 2432,
4241,1601193070828,26.52705385,128.02788203,AP001,-68, 2462,
4241,1601193070828,26.52705385,128.02788203,AP004,-70, 2412,
4241,1601193070828,26.52705385,128.02788203,AP003,-81, 2432,
4242,1601193071827,26.52704947,128.02788159,AP004,-69, 2412,
4242,1601193071827,26.52704947,128.02788159,AP001,-71, 2462,
4242,1601193071827,26.52704947,128.02788159,AP005,-78, 2427,
4242,1601193071827,26.52704947,128.02788159,AP003,-80, 2432,
4242,1601193071827,26.52704947,128.02788159,AP002,-80, 2447,
4243,1601193072846,26.52704469,128.02788158,AP004,-69, 2412,
4243,1601193072846,26.52704469,128.02788158,AP001,-71, 2462,
4243,1601193072846,26.52704469,128.02788158,AP005,-78, 2427,
4243,1601193072846,26.52704469,128.02788158,AP003,-80, 2432,
4243,1601193072846,26.52704469,128.02788158,AP002,-80, 2447,
4244,1601193073827,26.527041,128.02788212,AP004,-66, 2412,
4244,1601193073827,26.527041,128.02788212,AP001,-71, 2462,
4244,1601193073827,26.527041,128.02788212,AP002,-80, 2447,
4244,1601193073827,26.527041,128.02788212,AP005,-80, 2427,
4245,1601193074822,26.52703702,128.0278819,AP004,-66, 2412,
4245,1601193074822,26.52703702,128.0278819,AP001,-71, 2462,
4245,1601193074822,26.52703702,128.0278819,AP002,-80, 2447,
4245,1601193074822,26.52703702,128.0278819,AP005,-80, 2427,
4246,1601193075829,26.52703383,128.02788178,AP004,-69, 2412,
4246,1601193075829,26.52703383,128.02788178,AP001,-72, 2462,
4246,1601193075829,26.52703383,128.02788178,AP003,-78, 2432,
4246,1601193075829,26.52703383,128.02788178,AP002,-79, 2447,
4246,1601193075829,26.52703383,128.02788178,AP005,-81, 2427,
4247,1601193076833,26.5270302,128.02788125,AP004,-69, 2412,
4247,1601193076833,26.5270302,128.02788125,AP001,-72, 2462,
4247,1601193076833,26.5270302,128.02788125,AP003,-78, 2432,
4247,1601193076833,26.5270302,128.02788125,AP002,-79, 2447,
4247,1601193076833,26.5270302,128.02788125,AP005,-81, 2427,
4248,1601193077820,26.52702594,128.02788034,AP004,-63, 2412,
4248,1601193077820,26.52702594,128.02788034,AP001,-71, 2462,
4248,1601193077820,26.52702594,128.02788034,AP003,-75, 2432,
4248,1601193077820,26.52702594,128.02788034,AP002,-78, 2447,
4248,1601193077820,26.52702594,128.02788034,AP005,-82, 2427,
4249,1601193078841,26.52702205,128.02787897,AP004,-63, 2412,
4249,1601193078841,26.52702205,128.02787897,AP001,-71, 2462,
4249,1601193078841,26.52702205,128.02787897,AP003,-75, 2432,
4249,1601193078841,26.52702205,128.02787897,AP002,-78, 2447,
4249,1601193078841,26.52702205,128.02787897,AP005,-82, 2427,
4250,1601193079816,26.5270182,128.0278782,AP004,-62, 2412,
4250,1601193079816,26.5270182,128.0278782,AP001,-70, 2462,
4250,1601193079816,26.5270182,128.0278782,AP005,-75, 2427,
4250,1601193079816,26.5270182,128.0278782,AP003,-80, 2432,
4250,1601193079816,26.5270182,128.0278782,AP002,-81, 2447,
4251,1601193080836,26.52701504,128.0278777,AP004,-62, 2412,
4251,1601193080836,26.52701504,128.0278777,AP001,-70, 2462,
4251,1601193080836,26.52701504,128.0278777,AP005,-75, 2427,
4251,1601193080836,26.52701504,128.0278777,AP003,-80, 2432,
4251,1601193080836,26.52701504,128.0278777,AP002,-81, 2447,
4252,1601193081832,26.52701197,128.0278766,AP004,-60, 2412,
4252,1601193081832,26.52701197,128.0278766,AP001,-70, 2462,
4252,1601193081832,26.52701197,128.0278766,AP003,-80, 2432,
4252,1601193081832,26.52701197,128.0278766,AP002,-82, 2447,
4252,1601193081832,26.52701197,128.0278766,AP005,-85, 2427,
4253,1601193082847,26.52700883,128.02787556,AP004,-60, 2412,
4253,1601193082847,26.52700883,128.02787556,AP001,-70, 2462,
4253,1601193082847,26.52700883,128.02787556,AP003,-80, 2432,
4253,1601193082847,26.52700883,128.02787556,AP002,-82, 2447,
4253,1601193082847,26.52700883,128.02787556,AP005,-85, 2427,
4254,1601193083834,26.52700506,128.02787457,AP004,-64, 2412,
4254,1601193083834,26.52700506,128.02787457,AP001,-72, 2462,
4254,1601193083834,26.52700506,128.02787457,AP003,-79, 2432,
4254,1601193083834,26.52700506,128.02787457,AP005,-80, 2427,
4254,1601193083834,26.52700506,128.02787457,AP002,-83, 2447,
4255,1601193084822,26.52700047,128.02787372,AP004,-64, 2412,
4255,1601193084822,26.52700047,128.02787372,AP001,-72, 2462,
4255,1601193084822,26.52700047,128.02787372,AP003,-79, 2432,
4255,1601193084822,26.52700047,128.02787372,AP005,-80, 2427,
4255,1601193084822,26.52700047,128.02787372,AP002,-83, 2447,
4256,1601193085833,26.5269962,128.02787288,AP004,-61, 2412,
4256,1601193085833,26.5269962,128.02787288,AP001,-73, 2462,
4256,1601193085833,26.5269962,128.02787288,AP002,-80, 2447,
4256,1601193085833,26.5269962,128.02787288,AP003,-81, 2432,
4257,1601193086825,26.52699221,128.02787111,AP004,-61, 2412,
4257,1601193086825,26.52699221,128.02787111,AP001,-73, 2462,
4257,1601193086825,26.52699221,128.02787111,AP002,-80, 2447,
4257,1601193086825,26.52699221,128.02787111,AP003,-81, 2432,
4258,1601193087827,26.52698821,128.02786962,AP004,-60, 2412,
4258,1601193087827,26.52698821,128.02786962,AP001,-74, 2462,
4258,1601193087827,26.52698821,128.02786962,AP003,-80, 2432,
4258,1601193087827,26.52698821,128.02786962,AP002,-82, 2447,
4258,1601193087827,26.52698821,128.02786962,AP005,-85, 2427,
4259,1601193088843,26.52698408,128.02786858,AP004,-60, 2412,
4259,1601193088843,26.52698408,128.02786858,AP001,-74, 2462,
4259,1601193088843,26.52698408,128.02786858,AP003,-80, 2432,
4259,1601193088843,26.52698408,128.02786858,AP002,-82, 2447,
4259,1601193088843,26.52698408,128.02786858,AP005,-85, 2427,
4260,1601193089826,26.52698011,128.02786839,AP004,-60, 2412,
4260,1601193089826,26.52698011,128.02786839,AP001,-73, 2462,
4260,1601193089826,26.52698011,128.02786839,AP003,-79, 2432,
4260,1601193089826,26.52698011,128.02786839,AP002,-85, 2447,
4260,1601193089826,26.52698011,128.02786839,AP005,-85, 2427,
4261,1601193090841,26.52697584,128.02786787,AP004,-60, 2412,
4261,1601193090841,26.52697584,128.02786787,AP001,-73, 2462,
4261,1601193090841,26.52697584,128.02786787,AP003,-79, 2432,
4261,1601193090841,26.52697584,128.02786787,AP002,-85, 2447,
4261,1601193090841,26.52697584,128.02786787,AP005,-85, 2427,
4262,1601193091829,26.52697136,128.02786758,AP004,-56, 2412,
4262,1601193091829,26.52697136,128.02786758,AP001,-72, 2462,
4262,1601193091829,26.52697136,128.02786758,AP003,-78, 2432,
4262,1601193091829,26.52697136,128.02786758,AP002,-81, 2447,
4263,1601193092845,26.52696698,128.02786609,AP004,-56, 2412,
4263,1601193092845,26.52696698,128.02786609,AP001,-72, 2462,
4263,1601193092845,26.52696698,128.02786609,AP003,-78, 2432,
4263,1601193092845,26.52696698,128.02786609,AP002,-81, 2447,
4264,1601193093845,26.52696221,128.02786512,AP004,-56, 2412,
4264,1601193093845,26.52696221,128.02786512,AP001,-73, 2462,
4264,1601193093845,26.52696221,128.02786512,AP003,-78, 2432,
4264,1601193093845,26.52696221,128.02786512,AP002,-84, 2447,
4264,1601193093845,26.52696221,128.02786512,AP005,-90, 2412,
4265,1601193094847,26.52695803,128.02786504,AP004,-56, 2412,
4265,1601193094847,26.52695803,128.02786504,AP001,-73, 2462,
4265,1601193094847,26.52695803,128.02786504,AP003,-78, 2432,
4265,1601193094847,26.52695803,128.02786504,AP002,-84, 2447,
4265,1601193094847,26.52695803,128.02786504,AP005,-90, 2412,
4266,1601193095842,26.52695367,128.02786564,AP004,-57, 2412,
4266,1601193095842,26.52695367,128.02786564,AP001,-73, 2462,
4266,1601193095842,26.52695367,128.02786564,AP003,-77, 2432,
4266,1601193095842,26.52695367,128.02786564,AP002,-83, 2447,
4266,1601193095842,26.52695367,128.02786564,AP005,-85, 2427,
4267,1601193096850,26.52694971,128.02786481,AP004,-57, 2412,
4267,1601193096850,26.52694971,128.02786481,AP001,-73, 2462,
4267,1601193096850,26.52694971,128.02786481,AP003,-77, 2432,
4267,1601193096850,26.52694971,128.02786481,AP002,-83, 2447,
4267,1601193096850,26.52694971,128.02786481,AP005,-85, 2427,
4268,1601193097848,26.52694566,128.02786337,AP004,-56, 2412,
4268,1601193097848,26.52694566,128.02786337,AP001,-73, 2462,
4268,1601193097848,26.52694566,128.02786337,AP003,-77, 2432,
4268,1601193097848,26.52694566,128.02786337,AP002,-83, 2447,
4268,1601193097848,26.52694566,128.02786337,AP005,-84, 2427,
4269,1601193098847,26.52694239,128.02786253,AP004,-56, 2412,
4269,1601193098847,26.52694239,128.02786253,AP001,-73, 2462,
4269,1601193098847,26.52694239,128.02786253,AP003,-77, 2432,
4269,1601193098847,26.52694239,128.02786253,AP002,-83, 2447,
4269,1601193098847,26.52694239,128.02786253,AP005,-84, 2427,
4270,1601193099828,26.52693958,128.02786184,AP004,-54, 2412,
4270,1601193099828,26.52693958,128.02786184,AP001,-71, 2462,
4270,1601193099828,26.52693958,128.02786184,AP003,-79, 2432,
4270,1601193099828,26.52693958,128.02786184,AP002,-84, 2447,
4271,1601193100825,26.52693676,128.0278614,AP004,-54, 2412,
4271,1601193100825,26.52693676,128.0278614,AP001,-71, 2462,
4271,1601193100825,26.52693676,128.0278614,AP003,-79, 2432,
4271,1601193100825,26.52693676,128.0278614,AP002,-84, 2447,
4272,1601193101813,26.52693288,128.02786082,AP004,-52, 2412,
4272,1601193101813,26.52693288,128.02786082,AP001,-73, 2462,
4272,1601193101813,26.52693288,128.02786082,AP003,-76, 2432,
4272,1601193101813,26.52693288,128.02786082,AP002,-85, 2447,
4273,1601193102838,26.52692911,128.02785995,AP004,-52, 2412,
4273,1601193102838,26.52692911,128.02785995,AP001,-73, 2462,
4273,1601193102838,26.52692911,128.02785995,AP003,-76, 2432,
4273,1601193102838,26.52692911,128.02785995,AP002,-85, 2447,
4274,1601193103811,26.52692514,128.02785873,AP004,-50, 2412,
4274,1601193103811,26.52692514,128.02785873,AP001,-71, 2462,
4274,1601193103811,26.52692514,128.02785873,AP003,-74, 2432,
4274,1601193103811,26.52692514,128.02785873,AP005,-88, 2427,
4275,1601193104839,26.52692094,128.0278574,AP004,-50, 2412,
4275,1601193104839,26.52692094,128.0278574,AP001,-71, 2462,
4275,1601193104839,26.52692094,128.0278574,AP003,-74, 2432,
4275,1601193104839,26.52692094,128.0278574,AP005,-88, 2427,
4276,1601193105833,26.52691718,128.02785663,AP002,-84, 2447,
4277,1601193106844,26.52691367,128.02785589,AP002,-84, 2447,
4278,1601193107829,26.52690925,128.02785502,AP004,-48, 2412,
4278,1601193107829,26.52690925,128.02785502,AP001,-70, 2462,
4278,1601193107829,26.52690925,128.02785502,AP003,-79, 2432,
4279,1601193108842,26.52690404,128.02785479,AP004,-48, 2412,
4279,1601193108842,26.52690404,128.02785479,AP001,-70, 2462,
4279,1601193108842,26.52690404,128.02785479,AP003,-79, 2432,
4280,1601193109831,26.52689921,128.02785393,AP002,-83, 2447,
4280,1601193109831,26.52689921,128.02785393,AP005,-89, 2427,
4281,1601193110812,26.52689432,128.02785257,AP002,-83, 2447,
4281,1601193110812,26.52689432,128.02785257,AP005,-89, 2427,
4282,1601193111828,26.52688969,128.0278511,AP004,-51, 2412,
4282,1601193111828,26.52688969,128.0278511,AP001,-71, 2462,
4282,1601193111828,26.52688969,128.0278511,AP003,-77, 2432,
4283,1601193112845,26.52688459,128.02785054,AP004,-51, 2412,
4283,1601193112845,26.52688459,128.02785054,AP001,-71, 2462,
4283,1601193112845,26.52688459,128.02785054,AP003,-77, 2432,
