SerialNumber,EpochTime,Latitude,Longitude,APName,RSSI,Frequency,
1706,1601190531841,26.52675863,128.02809112,AP004,-78, 2412,
1706,1601190531841,26.52675863,128.02809112,AP002,-85, 2447,
1707,1601190532850,26.5267596,128.02808963,AP001,-74, 2462,
1707,1601190532850,26.5267596,128.02808963,AP004,-78, 2412,
1707,1601190532850,26.5267596,128.02808963,AP002,-85, 2447,
1708,1601190533834,26.52676616,128.02809089,AP003,-69, 2432,
1708,1601190533834,26.52676616,128.02809089,AP001,-73, 2462,
1709,1601190534831,26.52677519,128.02809414,AP003,-69, 2432,
1709,1601190534831,26.52677519,128.02809414,AP001,-73, 2462,
1710,1601190535835,26.5267837,128.02809887,AP001,-67, 2462,
1710,1601190535835,26.5267837,128.02809887,AP003,-72, 2432,
1710,1601190535835,26.5267837,128.02809887,AP004,-82, 2412,
1710,1601190535835,26.5267837,128.02809887,AP002,-86, 2447,
1711,1601190536838,26.52679005,128.02810083,AP001,-67, 2462,
1711,1601190536838,26.52679005,128.02810083,AP003,-72, 2432,
1711,1601190536838,26.52679005,128.02810083,AP004,-82, 2412,
1711,1601190536838,26.52679005,128.02810083,AP002,-86, 2447,
1712,1601190537839,26.52679791,128.02810056,AP003,-65, 2432,
1712,1601190537839,26.52679791,128.02810056,AP004,-69, 2412,
1712,1601190537839,26.52679791,128.02810056,AP001,-73, 2462,
1712,1601190537839,26.52679791,128.02810056,AP002,-82, 2447,
1713,1601190538840,26.52680462,128.02810112,AP003,-65, 2432,
1713,1601190538840,26.52680462,128.02810112,AP004,-69, 2412,
1713,1601190538840,26.52680462,128.02810112,AP001,-73, 2462,
1713,1601190538840,26.52680462,128.02810112,AP002,-82, 2447,
1714,1601190539835,26.52680961,128.02810164,AP004,-65, 2412,
1714,1601190539835,26.52680961,128.02810164,AP003,-66, 2432,
1714,1601190539835,26.52680961,128.02810164,AP001,-68, 2462,
1714,1601190539835,26.52680961,128.02810164,AP002,-79, 2447,
1714,1601190539835,26.52680961,128.02810164,AP005,-90, 2427,
1715,1601190540848,26.52681424,128.02810184,AP004,-65, 2412,
1715,1601190540848,26.52681424,128.02810184,AP003,-66, 2432,
1715,1601190540848,26.52681424,128.02810184,AP001,-68, 2462,
1715,1601190540848,26.52681424,128.02810184,AP002,-79, 2447,
1715,1601190540848,26.52681424,128.02810184,AP005,-90, 2427,
1716,1601190541829,26.52682059,128.02810347,AP004,-69, 2412,
1716,1601190541829,26.52682059,128.02810347,AP001,-69, 2462,
1716,1601190541829,26.52682059,128.02810347,AP003,-72, 2432,
1716,1601190541829,26.52682059,128.02810347,AP002,-85, 2447,
1716,1601190541829,26.52682059,128.02810347,AP005,-87, 2427,
1717,1601190542827,26.52682511,128.02810459,AP004,-69, 2412,
1717,1601190542827,26.52682511,128.02810459,AP001,-69, 2462,
1717,1601190542827,26.52682511,128.02810459,AP003,-72, 2432,
1717,1601190542827,26.52682511,128.02810459,AP002,-85, 2447,
1717,1601190542827,26.52682511,128.02810459,AP005,-87, 2427,
1718,1601190543835,26.52683127,128.02810569,AP003,-70, 2432,
1718,1601190543835,26.52683127,128.02810569,AP001,-70, 2462,
1718,1601190543835,26.52683127,128.02810569,AP004,-78, 2412,
1718,1601190543835,26.52683127,128.02810569,AP002,-82, 2447,
1719,1601190544833,26.52683579,128.02810549,AP003,-70, 2432,
1719,1601190544833,26.52683579,128.02810549,AP001,-70, 2462,
1719,1601190544833,26.52683579,128.02810549,AP004,-78, 2412,
1719,1601190544833,26.52683579,128.02810549,AP002,-82, 2447,
1720,1601190545843,26.52684121,128.02810519,AP003,-69, 2432,
1720,1601190545843,26.52684121,128.02810519,AP001,-72, 2462,
1720,1601190545843,26.52684121,128.02810519,AP004,-73, 2412,
1720,1601190545843,26.52684121,128.02810519,AP002,-83, 2447,
1720,1601190545843,26.52684121,128.02810519,AP005,-90, 2427,
1721,1601190546847,26.52684599,128.02810623,AP003,-69, 2432,
1721,1601190546847,26.52684599,128.02810623,AP001,-72, 2462,
1721,1601190546847,26.52684599,128.02810623,AP004,-73, 2412,
1721,1601190546847,26.52684599,128.02810623,AP002,-83, 2447,
1721,1601190546847,26.52684599,128.02810623,AP005,-90, 2427,
1722,1601190547852,26.52684679,128.02810655,AP003,-69, 2432,
1722,1601190547852,26.52684679,128.02810655,AP001,-72, 2462,
1722,1601190547852,26.52684679,128.02810655,AP004,-73, 2412,
1722,1601190547852,26.52684679,128.02810655,AP002,-83, 2447,
1722,1601190547852,26.52684679,128.02810655,AP005,-90, 2427,
1723,1601190548835,26.5268517,128.02810826,AP001,-67, 2462,
1723,1601190548835,26.5268517,128.02810826,AP004,-72, 2412,
1723,1601190548835,26.5268517,128.02810826,AP003,-72, 2432,
1723,1601190548835,26.5268517,128.02810826,AP002,-82, 2447,
1724,1601190549836,26.52685876,128.02810969,AP001,-67, 2462,
1724,1601190549836,26.52685876,128.02810969,AP004,-72, 2412,
1724,1601190549836,26.52685876,128.02810969,AP003,-72, 2432,
1724,1601190549836,26.52685876,128.02810969,AP002,-82, 2447,
1725,1601190550846,26.52686456,128.02811032,AP001,-65, 2462,
1725,1601190550846,26.52686456,128.02811032,AP004,-67, 2412,
1725,1601190550846,26.52686456,128.02811032,AP003,-78, 2432,
1725,1601190550846,26.52686456,128.02811032,AP002,-82, 2447,
1725,1601190550846,26.52686456,128.02811032,AP005,-86, 2427,
1726,1601190551835,26.52686887,128.02810962,AP001,-65, 2462,
1726,1601190551835,26.52686887,128.02810962,AP004,-67, 2412,
1726,1601190551835,26.52686887,128.02810962,AP003,-78, 2432,
1726,1601190551835,26.52686887,128.02810962,AP002,-82, 2447,
1726,1601190551835,26.52686887,128.02810962,AP005,-86, 2427,
1727,1601190552845,26.52687323,128.02810891,AP001,-72, 2462,
1727,1601190552845,26.52687323,128.02810891,AP003,-73, 2432,
1727,1601190552845,26.52687323,128.02810891,AP002,-82, 2447,
1727,1601190552845,26.52687323,128.02810891,AP004,-83, 2412,
1728,1601190553838,26.52688116,128.02810992,AP001,-72, 2462,
1728,1601190553838,26.52688116,128.02810992,AP003,-73, 2432,
1728,1601190553838,26.52688116,128.02810992,AP002,-82, 2447,
1728,1601190553838,26.52688116,128.02810992,AP004,-83, 2412,
1729,1601190554839,26.52688245,128.02811045,AP003,-70, 2432,
1729,1601190554839,26.52688245,128.02811045,AP001,-73, 2462,
1729,1601190554839,26.52688245,128.02811045,AP004,-78, 2412,
1729,1601190554839,26.52688245,128.02811045,AP002,-78, 2447,
1729,1601190554839,26.52688245,128.02811045,AP005,-87, 2427,
1730,1601190555845,26.52688688,128.02811255,AP003,-70, 2432,
1730,1601190555845,26.52688688,128.02811255,AP001,-73, 2462,
1730,1601190555845,26.52688688,128.02811255,AP004,-78, 2412,
1730,1601190555845,26.52688688,128.02811255,AP002,-78, 2447,
1730,1601190555845,26.52688688,128.02811255,AP005,-87, 2427,
1731,1601190556845,26.52689125,128.02811377,AP003,-70, 2432,
1731,1601190556845,26.52689125,128.02811377,AP001,-71, 2462,
1731,1601190556845,26.52689125,128.02811377,AP004,-75, 2412,
1731,1601190556845,26.52689125,128.02811377,AP002,-82, 2447,
1731,1601190556845,26.52689125,128.02811377,AP005,-87, 2427,
1731,1601190556845,26.52689125,128.02811377,AP005,-92, 2412,
1732,1601190557848,26.52689687,128.02811437,AP003,-70, 2432,
1732,1601190557848,26.52689687,128.02811437,AP001,-71, 2462,
1732,1601190557848,26.52689687,128.02811437,AP004,-75, 2412,
1732,1601190557848,26.52689687,128.02811437,AP002,-82, 2447,
1732,1601190557848,26.52689687,128.02811437,AP005,-87, 2427,
1732,1601190557848,26.52689687,128.02811437,AP005,-92, 2412,
1733,1601190558840,26.52690024,128.02811461,AP001,-72, 2462,
1733,1601190558840,26.52690024,128.02811461,AP003,-73, 2432,
1733,1601190558840,26.52690024,128.02811461,AP004,-80, 2412,
1733,1601190558840,26.52690024,128.02811461,AP002,-80, 2447,
1734,1601190559845,26.5269043,128.02811567,AP001,-72, 2462,
1734,1601190559845,26.5269043,128.02811567,AP003,-73, 2432,
1734,1601190559845,26.5269043,128.02811567,AP004,-80, 2412,
1734,1601190559845,26.5269043,128.02811567,AP002,-80, 2447,
1735,1601190560856,26.52690933,128.02811504,AP003,-72, 2432,
1735,1601190560856,26.52690933,128.02811504,AP001,-72, 2462,
1735,1601190560856,26.52690933,128.02811504,AP004,-76, 2412,
1735,1601190560856,26.52690933,128.02811504,AP002,-82, 2447,
1735,1601190560856,26.52690933,128.02811504,AP005,-92, 2412,
1736,1601190561832,26.5269127,128.02811447,AP003,-72, 2432,
1736,1601190561832,26.5269127,128.02811447,AP001,-72, 2462,
1736,1601190561832,26.5269127,128.02811447,AP004,-76, 2412,
1736,1601190561832,26.5269127,128.02811447,AP002,-82, 2447,
1736,1601190561832,26.5269127,128.02811447,AP005,-92, 2412,
1737,1601190562840,26.52692001,128.02811535,AP001,-72, 2462,
1737,1601190562840,26.52692001,128.02811535,AP004,-74, 2412,
1737,1601190562840,26.52692001,128.02811535,AP003,-74, 2432,
1738,1601190563851,26.52692354,128.02811531,AP001,-72, 2462,
1738,1601190563851,26.52692354,128.02811531,AP004,-74, 2412,
1738,1601190563851,26.52692354,128.02811531,AP003,-74, 2432,
1739,1601190564845,26.52693003,128.02811605,AP001,-72, 2462,
1739,1601190564845,26.52693003,128.02811605,AP003,-73, 2432,
1739,1601190564845,26.52693003,128.02811605,AP004,-76, 2412,
1739,1601190564845,26.52693003,128.02811605,AP002,-78, 2447,
1739,1601190564845,26.52693003,128.02811605,AP005,-89, 2427,
1740,1601190565832,26.52693444,128.02811722,AP001,-72, 2462,
1740,1601190565832,26.52693444,128.02811722,AP003,-73, 2432,
1740,1601190565832,26.52693444,128.02811722,AP004,-76, 2412,
1740,1601190565832,26.52693444,128.02811722,AP002,-78, 2447,
1740,1601190565832,26.52693444,128.02811722,AP005,-89, 2427,
1741,1601190566843,26.5269383,128.02811744,AP004,-68, 2412,
1741,1601190566843,26.5269383,128.02811744,AP001,-73, 2462,
1741,1601190566843,26.5269383,128.02811744,AP003,-75, 2432,
1741,1601190566843,26.5269383,128.02811744,AP002,-78, 2447,
1742,1601190567841,26.52694578,128.02811988,AP004,-68, 2412,
1742,1601190567841,26.52694578,128.02811988,AP001,-73, 2462,
1742,1601190567841,26.52694578,128.02811988,AP003,-75, 2432,
1742,1601190567841,26.52694578,128.02811988,AP002,-78, 2447,
1743,1601190568849,26.52694667,128.02812229,AP004,-70, 2412,
1743,1601190568849,26.52694667,128.02812229,AP001,-71, 2462,
1743,1601190568849,26.52694667,128.02812229,AP002,-78, 2447,
1743,1601190568849,26.52694667,128.02812229,AP003,-80, 2432,
1743,1601190568849,26.52694667,128.02812229,AP005,-88, 2427,
1744,1601190569849,26.52695256,128.02812469,AP004,-70, 2412,
1744,1601190569849,26.52695256,128.02812469,AP001,-71, 2462,
1744,1601190569849,26.52695256,128.02812469,AP002,-78, 2447,
1744,1601190569849,26.52695256,128.02812469,AP003,-80, 2432,
1744,1601190569849,26.52695256,128.02812469,AP005,-88, 2427,
1745,1601190570833,26.52695876,128.02812694,AP001,-74, 2462,
1745,1601190570833,26.52695876,128.02812694,AP002,-75, 2447,
1745,1601190570833,26.52695876,128.02812694,AP003,-77, 2432,
1745,1601190570833,26.52695876,128.02812694,AP004,-84, 2412,
1745,1601190570833,26.52695876,128.02812694,AP005,-91, 2427,
1746,1601190571857,26.52696562,128.02812747,AP001,-74, 2462,
1746,1601190571857,26.52696562,128.02812747,AP002,-75, 2447,
1746,1601190571857,26.52696562,128.02812747,AP003,-77, 2432,
1746,1601190571857,26.52696562,128.02812747,AP004,-84, 2412,
1746,1601190571857,26.52696562,128.02812747,AP005,-91, 2427,
1747,1601190572851,26.52697202,128.02812746,AP004,-67, 2412,
1747,1601190572851,26.52697202,128.02812746,AP002,-75, 2447,
1747,1601190572851,26.52697202,128.02812746,AP001,-77, 2462,
1747,1601190572851,26.52697202,128.02812746,AP005,-87, 2427,
1748,1601190573830,26.52697727,128.02812736,AP004,-67, 2412,
1748,1601190573830,26.52697727,128.02812736,AP002,-75, 2447,
1748,1601190573830,26.52697727,128.02812736,AP001,-77, 2462,
1748,1601190573830,26.52697727,128.02812736,AP005,-87, 2427,
1749,1601190574848,26.52698273,128.02812767,AP004,-66, 2412,
1749,1601190574848,26.52698273,128.02812767,AP001,-72, 2462,
1749,1601190574848,26.52698273,128.02812767,AP002,-74, 2447,
1749,1601190574848,26.52698273,128.02812767,AP003,-77, 2432,
1750,1601190575837,26.5269881,128.02812731,AP004,-66, 2412,
1750,1601190575837,26.5269881,128.02812731,AP001,-72, 2462,
1750,1601190575837,26.5269881,128.02812731,AP002,-74, 2447,
1750,1601190575837,26.5269881,128.02812731,AP003,-77, 2432,
1751,1601190576833,26.52699285,128.02812638,AP004,-66, 2412,
1751,1601190576833,26.52699285,128.02812638,AP001,-73, 2462,
1751,1601190576833,26.52699285,128.02812638,AP002,-73, 2447,
1751,1601190576833,26.52699285,128.02812638,AP003,-75, 2432,
1751,1601190576833,26.52699285,128.02812638,AP005,-77, 2427,
1752,1601190577863,26.52699807,128.02812617,AP004,-66, 2412,
1752,1601190577863,26.52699807,128.02812617,AP001,-73, 2462,
1752,1601190577863,26.52699807,128.02812617,AP002,-73, 2447,
1752,1601190577863,26.52699807,128.02812617,AP003,-75, 2432,
1752,1601190577863,26.52699807,128.02812617,AP005,-77, 2427,
1753,1601190578835,26.52700432,128.028127,AP004,-68, 2412,
1753,1601190578835,26.52700432,128.028127,AP001,-73, 2462,
1753,1601190578835,26.52700432,128.028127,AP002,-73, 2447,
1753,1601190578835,26.52700432,128.028127,AP003,-79, 2432,
1753,1601190578835,26.52700432,128.028127,AP005,-85, 2427,
1754,1601190579832,26.52700959,128.02812937,AP004,-68, 2412,
1754,1601190579832,26.52700959,128.02812937,AP001,-73, 2462,
1754,1601190579832,26.52700959,128.02812937,AP002,-73, 2447,
1754,1601190579832,26.52700959,128.02812937,AP003,-79, 2432,
1754,1601190579832,26.52700959,128.02812937,AP005,-85, 2427,
1755,1601190580843,26.5270143,128.02813148,AP004,-70, 2412,
1755,1601190580843,26.5270143,128.02813148,AP001,-73, 2462,
1755,1601190580843,26.5270143,128.02813148,AP002,-74, 2447,
1755,1601190580843,26.5270143,128.02813148,AP003,-75, 2432,
1755,1601190580843,26.5270143,128.02813148,AP005,-86, 2427,
1756,1601190581838,26.52701952,128.02813208,AP004,-70, 2412,
1756,1601190581838,26.52701952,128.02813208,AP001,-73, 2462,
1756,1601190581838,26.52701952,128.02813208,AP002,-74, 2447,
1756,1601190581838,26.52701952,128.02813208,AP003,-75, 2432,
1756,1601190581838,26.52701952,128.02813208,AP005,-86, 2427,
1757,1601190582842,26.52702354,128.0281311,AP001,-70, 2462,
1757,1601190582842,26.52702354,128.0281311,AP002,-75, 2447,
1757,1601190582842,26.52702354,128.0281311,AP003,-79, 2432,
1757,1601190582842,26.52702354,128.0281311,AP004,-80, 2412,
1758,1601190583845,26.52702865,128.02812981,AP001,-70, 2462,
1758,1601190583845,26.52702865,128.02812981,AP002,-75, 2447,
1758,1601190583845,26.52702865,128.02812981,AP003,-79, 2432,
1758,1601190583845,26.52702865,128.02812981,AP004,-80, 2412,
1759,1601190584840,26.52703757,128.02813028,AP002,-69, 2447,
1759,1601190584840,26.52703757,128.02813028,AP001,-74, 2462,
1759,1601190584840,26.52703757,128.02813028,AP003,-81, 2432,
1759,1601190584840,26.52703757,128.02813028,AP005,-85, 2427,
1760,1601190585843,26.52704032,128.02812996,AP002,-69, 2447,
1760,1601190585843,26.52704032,128.02812996,AP001,-74, 2462,
1760,1601190585843,26.52704032,128.02812996,AP003,-81, 2432,
1760,1601190585843,26.52704032,128.02812996,AP005,-85, 2427,
1761,1601190586832,26.5270461,128.02813057,AP002,-68, 2447,
1761,1601190586832,26.5270461,128.02813057,AP001,-76, 2462,
1761,1601190586832,26.5270461,128.02813057,AP003,-82, 2432,
1761,1601190586832,26.5270461,128.02813057,AP004,-85, 2412,
1762,1601190587836,26.52705019,128.02813161,AP002,-68, 2447,
1762,1601190587836,26.52705019,128.02813161,AP001,-76, 2462,
1762,1601190587836,26.52705019,128.02813161,AP003,-82, 2432,
1762,1601190587836,26.52705019,128.02813161,AP004,-85, 2412,
1763,1601190588830,26.52705439,128.02813216,AP002,-68, 2447,
1763,1601190588830,26.52705439,128.02813216,AP004,-74, 2412,
1763,1601190588830,26.52705439,128.02813216,AP001,-75, 2462,
1764,1601190589836,26.52706031,128.02813353,AP002,-68, 2447,
1764,1601190589836,26.52706031,128.02813353,AP004,-74, 2412,
1764,1601190589836,26.52706031,128.02813353,AP001,-75, 2462,
1765,1601190590837,26.52706418,128.02813397,AP002,-71, 2447,
1765,1601190590837,26.52706418,128.02813397,AP001,-72, 2462,
1765,1601190590837,26.52706418,128.02813397,AP004,-79, 2412,
1766,1601190591835,26.52706979,128.02813316,AP002,-71, 2447,
1766,1601190591835,26.52706979,128.02813316,AP001,-72, 2462,
1766,1601190591835,26.52706979,128.02813316,AP004,-79, 2412,
1767,1601190592835,26.52707574,128.02813299,AP001,-73, 2462,
1767,1601190592835,26.52707574,128.02813299,AP002,-73, 2447,
1767,1601190592835,26.52707574,128.02813299,AP004,-75, 2412,
1767,1601190592835,26.52707574,128.02813299,AP003,-83, 2432,
1768,1601190593839,26.52708074,128.02813262,AP001,-73, 2462,
1768,1601190593839,26.52708074,128.02813262,AP002,-73, 2447,
1768,1601190593839,26.52708074,128.02813262,AP004,-75, 2412,
1768,1601190593839,26.52708074,128.02813262,AP003,-83, 2432,
1769,1601190594838,26.52708606,128.02813343,AP002,-66, 2447,
1769,1601190594838,26.52708606,128.02813343,AP001,-76, 2462,
1769,1601190594838,26.52708606,128.02813343,AP004,-79, 2412,
1769,1601190594838,26.52708606,128.02813343,AP005,-84, 2427,
1770,1601190595846,26.52709036,128.02813479,AP002,-66, 2447,
1770,1601190595846,26.52709036,128.02813479,AP001,-76, 2462,
1770,1601190595846,26.52709036,128.02813479,AP004,-79, 2412,
1770,1601190595846,26.52709036,128.02813479,AP005,-84, 2427,
1771,1601190596834,26.52709588,128.02813647,AP001,-68, 2462,
1771,1601190596834,26.52709588,128.02813647,AP002,-68, 2447,
1771,1601190596834,26.52709588,128.02813647,AP004,-80, 2412,
1771,1601190596834,26.52709588,128.02813647,AP003,-82, 2432,
1772,1601190597848,26.5271008,128.02813854,AP001,-68, 2462,
1772,1601190597848,26.5271008,128.02813854,AP002,-68, 2447,
1772,1601190597848,26.5271008,128.02813854,AP004,-80, 2412,
1772,1601190597848,26.5271008,128.02813854,AP003,-82, 2432,
1773,1601190598839,26.52710639,128.02813984,AP002,-70, 2447,
1773,1601190598839,26.52710639,128.02813984,AP001,-77, 2462,
1773,1601190598839,26.52710639,128.02813984,AP004,-78, 2412,
1773,1601190598839,26.52710639,128.02813984,AP003,-80, 2432,
1773,1601190598839,26.52710639,128.02813984,AP005,-86, 2427,
1774,1601190599844,26.52711272,128.02814103,AP002,-70, 2447,
1774,1601190599844,26.52711272,128.02814103,AP001,-77, 2462,
1774,1601190599844,26.52711272,128.02814103,AP004,-78, 2412,
1774,1601190599844,26.52711272,128.02814103,AP003,-80, 2432,
1774,1601190599844,26.52711272,128.02814103,AP005,-86, 2427,
1775,1601190600829,26.52711694,128.02814295,AP002,-61, 2447,
1775,1601190600829,26.52711694,128.02814295,AP001,-71, 2462,
1775,1601190600829,26.52711694,128.02814295,AP004,-80, 2412,
1775,1601190600829,26.52711694,128.02814295,AP003,-80, 2432,
1775,1601190600829,26.52711694,128.02814295,AP005,-88, 2427,
1776,1601190601829,26.52712225,128.02814472,AP002,-61, 2447,
1776,1601190601829,26.52712225,128.02814472,AP001,-71, 2462,
1776,1601190601829,26.52712225,128.02814472,AP004,-80, 2412,
1776,1601190601829,26.52712225,128.02814472,AP003,-80, 2432,
1776,1601190601829,26.52712225,128.02814472,AP005,-88, 2427,
1777,1601190602839,26.5271267,128.02814528,AP002,-58, 2447,
1777,1601190602839,26.5271267,128.02814528,AP001,-78, 2462,
1777,1601190602839,26.5271267,128.02814528,AP004,-85, 2412,
1778,1601190603828,26.52713176,128.02814571,AP002,-58, 2447,
1778,1601190603828,26.52713176,128.02814571,AP001,-78, 2462,
1778,1601190603828,26.52713176,128.02814571,AP004,-85, 2412,
1779,1601190604828,26.52713378,128.02814695,AP002,-58, 2447,
1779,1601190604828,26.52713378,128.02814695,AP001,-77, 2462,
1779,1601190604828,26.52713378,128.02814695,AP003,-81, 2432,
1779,1601190604828,26.52713378,128.02814695,AP004,-85, 2412,
1779,1601190604828,26.52713378,128.02814695,AP005,-87, 2427,
1780,1601190605828,26.5271372,128.02814904,AP002,-58, 2447,
1780,1601190605828,26.5271372,128.02814904,AP001,-77, 2462,
1780,1601190605828,26.5271372,128.02814904,AP003,-81, 2432,
1780,1601190605828,26.5271372,128.02814904,AP004,-85, 2412,
1780,1601190605828,26.5271372,128.02814904,AP005,-87, 2427,
1781,1601190606836,26.52714033,128.02814968,AP002,-56, 2447,
1781,1601190606836,26.52714033,128.02814968,AP001,-77, 2462,
1781,1601190606836,26.52714033,128.02814968,AP004,-80, 2412,
1781,1601190606836,26.52714033,128.02814968,AP003,-80, 2432,
1781,1601190606836,26.52714033,128.02814968,AP005,-81, 2427,
1782,1601190607846,26.52714277,128.0281491,AP002,-56, 2447,
1782,1601190607846,26.52714277,128.0281491,AP001,-77, 2462,
1782,1601190607846,26.52714277,128.0281491,AP004,-80, 2412,
1782,1601190607846,26.52714277,128.0281491,AP003,-80, 2432,
1782,1601190607846,26.52714277,128.0281491,AP005,-81, 2427,
1783,1601190608841,26.52714629,128.02814827,AP002,-68, 2447,
1783,1601190608841,26.52714629,128.02814827,AP001,-71, 2462,
1783,1601190608841,26.52714629,128.02814827,AP004,-83, 2412,
1783,1601190608841,26.52714629,128.02814827,AP003,-84, 2432,
1784,1601190609826,26.52715367,128.02814937,AP002,-68, 2447,
1784,1601190609826,26.52715367,128.02814937,AP001,-71, 2462,
1784,1601190609826,26.52715367,128.02814937,AP004,-83, 2412,
1784,1601190609826,26.52715367,128.02814937,AP003,-84, 2432,
1785,1601190610835,26.52715909,128.02814988,AP002,-58, 2447,
1785,1601190610835,26.52715909,128.02814988,AP001,-68, 2462,
1785,1601190610835,26.52715909,128.02814988,AP004,-79, 2412,
1785,1601190610835,26.52715909,128.02814988,AP003,-83, 2432,
1786,1601190611844,26.5271644,128.0281515,AP002,-58, 2447,
1786,1601190611844,26.5271644,128.0281515,AP001,-68, 2462,
1786,1601190611844,26.5271644,128.0281515,AP004,-79, 2412,
1786,1601190611844,26.5271644,128.0281515,AP003,-83, 2432,
1787,1601190612838,26.52716809,128.02815233,AP002,-54, 2447,
1787,1601190612838,26.52716809,128.02815233,AP001,-73, 2462,
1787,1601190612838,26.52716809,128.02815233,AP004,-78, 2412,
1787,1601190612838,26.52716809,128.02815233,AP003,-85, 2432,
1787,1601190612838,26.52716809,128.02815233,AP005,-88, 2427,
1788,1601190613833,26.52717109,128.02815351,AP002,-54, 2447,
1788,1601190613833,26.52717109,128.02815351,AP001,-73, 2462,
1788,1601190613833,26.52717109,128.02815351,AP004,-78, 2412,
1788,1601190613833,26.52717109,128.02815351,AP003,-85, 2432,
1788,1601190613833,26.52717109,128.02815351,AP005,-88, 2427,
1789,1601190614841,26.52717435,128.0281542,AP002,-54, 2447,
1789,1601190614841,26.52717435,128.0281542,AP001,-70, 2462,
1789,1601190614841,26.52717435,128.0281542,AP004,-74, 2412,
1789,1601190614841,26.52717435,128.0281542,AP005,-74, 2427,
1790,1601190615848,26.52717782,128.0281554,AP002,-54, 2447,
1790,1601190615848,26.52717782,128.0281554,AP001,-70, 2462,
1790,1601190615848,26.52717782,128.0281554,AP004,-74, 2412,
1790,1601190615848,26.52717782,128.0281554,AP005,-74, 2427,
1791,1601190616844,26.52718429,128.02815681,AP002,-59, 2447,
1791,1601190616844,26.52718429,128.02815681,AP001,-71, 2462,
1791,1601190616844,26.52718429,128.02815681,AP004,-83, 2412,
1791,1601190616844,26.52718429,128.02815681,AP003,-85, 2432,
1792,1601190617828,26.5271881,128.02815773,AP002,-59, 2447,
1792,1601190617828,26.5271881,128.02815773,AP001,-71, 2462,
1792,1601190617828,26.5271881,128.02815773,AP004,-83, 2412,
1792,1601190617828,26.5271881,128.02815773,AP003,-85, 2432,
1793,1601190618832,26.52719414,128.02815941,AP001,-71, 2462,
1793,1601190618832,26.52719414,128.02815941,AP003,-84, 2432,
1794,1601190619842,26.52719718,128.02816138,AP001,-71, 2462,
1794,1601190619842,26.52719718,128.02816138,AP003,-84, 2432,
1795,1601190620841,26.52720241,128.0281623,AP002,-56, 2447,
1795,1601190620841,26.52720241,128.0281623,AP003,-84, 2432,
1796,1601190621836,26.52720755,128.02816255,AP002,-56, 2447,
1796,1601190621836,26.52720755,128.02816255,AP003,-84, 2432,
1797,1601190622832,26.52721594,128.02816426,AP001,-73, 2462,
1797,1601190622832,26.52721594,128.02816426,AP004,-82, 2412,
1797,1601190622832,26.52721594,128.02816426,AP003,-88, 2432,
1798,1601190623842,26.52722066,128.02816426,AP001,-73, 2462,
1798,1601190623842,26.52722066,128.02816426,AP004,-82, 2412,
1798,1601190623842,26.52722066,128.02816426,AP003,-88, 2432,
1799,1601190624841,26.52722421,128.0281598,AP002,-66, 2447,
1799,1601190624841,26.52722421,128.0281598,AP004,-85, 2412,
1800,1601190625841,26.52722327,128.02815074,AP002,-66, 2447,
1800,1601190625841,26.52722327,128.02815074,AP004,-85, 2412,
1801,1601190626841,26.52721713,128.02814547,AP001,-80, 2462,
1801,1601190626841,26.52721713,128.02814547,AP004,-89, 2412,
1802,1601190627827,26.52720925,128.02814482,AP001,-80, 2462,
1802,1601190627827,26.52720925,128.02814482,AP004,-89, 2412,
1803,1601190628831,26.52720586,128.02814536,AP002,-58, 2447,
1803,1601190628831,26.52720586,128.02814536,AP001,-76, 2462,
1803,1601190628831,26.52720586,128.02814536,AP004,-80, 2412,
1803,1601190628831,26.52720586,128.02814536,AP005,-86, 2427,
1804,1601190629850,26.52719733,128.02814547,AP002,-58, 2447,
1804,1601190629850,26.52719733,128.02814547,AP001,-76, 2462,
1804,1601190629850,26.52719733,128.02814547,AP004,-80, 2412,
1804,1601190629850,26.52719733,128.02814547,AP005,-86, 2427,
1805,1601190630839,26.52719111,128.02814313,AP002,-63, 2447,
1805,1601190630839,26.52719111,128.02814313,AP001,-65, 2462,
1805,1601190630839,26.52719111,128.02814313,AP004,-84, 2412,
1806,1601190631838,26.52718693,128.02814212,AP002,-63, 2447,
1806,1601190631838,26.52718693,128.02814212,AP001,-65, 2462,
1806,1601190631838,26.52718693,128.02814212,AP004,-84, 2412,
1807,1601190632841,26.52718294,128.0281401,AP002,-69, 2447,
1807,1601190632841,26.52718294,128.0281401,AP001,-72, 2462,
1807,1601190632841,26.52718294,128.0281401,AP004,-83, 2412,
1807,1601190632841,26.52718294,128.0281401,AP005,-88, 2427,
1808,1601190633824,26.52717949,128.02813784,AP002,-69, 2447,
1808,1601190633824,26.52717949,128.02813784,AP001,-72, 2462,
1808,1601190633824,26.52717949,128.02813784,AP004,-83, 2412,
1808,1601190633824,26.52717949,128.02813784,AP005,-88, 2427,
1809,1601190634851,26.52717247,128.02813433,AP001,-65, 2462,
1809,1601190634851,26.52717247,128.02813433,AP002,-74, 2447,
1809,1601190634851,26.52717247,128.02813433,AP004,-83, 2412,
1810,1601190635864,26.52716742,128.02813243,AP001,-65, 2462,
1810,1601190635864,26.52716742,128.02813243,AP002,-74, 2447,
1810,1601190635864,26.52716742,128.02813243,AP004,-83, 2412,
1811,1601190636835,26.5271621,128.02813103,AP002,-69, 2447,
