SerialNumber,EpochTime,Latitude,Longitude,APName,RSSI,Frequency,
10,1601098645316,26.52725516,128.02785221,AP002,-81, 2427,
10,1601098645316,26.52725516,128.02785221,AP004,-84, 2412,
11,1601098646324,26.52725453,128.02785812,AP005,-62, 2422,
11,1601098646324,26.52725453,128.02785812,AP001,-74, 2462,
11,1601098646324,26.52725453,128.02785812,AP002,-81, 2427,
11,1601098646324,26.52725453,128.02785812,AP004,-84, 2412,
12,1601098647323,26.52725417,128.02786266,AP005,-66, 2422,
12,1601098647323,26.52725417,128.02786266,AP001,-77, 2462,
12,1601098647323,26.52725417,128.02786266,AP002,-80, 2427,
12,1601098647323,26.52725417,128.02786266,AP004,-82, 2412,
12,1601098647323,26.52725417,128.02786266,AP003,-83, 2432,
13,1601098648325,26.52725433,128.02786614,AP005,-66, 2422,
13,1601098648325,26.52725433,128.02786614,AP001,-77, 2462,
13,1601098648325,26.52725433,128.02786614,AP002,-80, 2427,
13,1601098648325,26.52725433,128.02786614,AP004,-82, 2412,
13,1601098648325,26.52725433,128.02786614,AP003,-83, 2432,
14,1601098649316,26.52725347,128.02786756,AP005,-71, 2422,
14,1601098649316,26.52725347,128.02786756,AP001,-78, 2462,
14,1601098649316,26.52725347,128.02786756,AP002,-79, 2427,
14,1601098649316,26.52725347,128.02786756,AP004,-85, 2412,
14,1601098649316,26.52725347,128.02786756,AP003,-86, 2432,
15,1601098650326,26.52725346,128.02786868,AP005,-71, 2422,
15,1601098650326,26.52725346,128.02786868,AP001,-78, 2462,
15,1601098650326,26.52725346,128.02786868,AP002,-79, 2427,
15,1601098650326,26.52725346,128.02786868,AP004,-85, 2412,
15,1601098650326,26.52725346,128.02786868,AP003,-86, 2432,
16,1601098651317,26.52725355,128.02787049,AP005,-70, 2422,
16,1601098651317,26.52725355,128.02787049,AP001,-75, 2462,
16,1601098651317,26.52725355,128.02787049,AP002,-79, 2427,
16,1601098651317,26.52725355,128.02787049,AP004,-82, 2412,
17,1601098652321,26.52725337,128.02787367,AP005,-70, 2422,
17,1601098652321,26.52725337,128.02787367,AP001,-75, 2462,
17,1601098652321,26.52725337,128.02787367,AP002,-79, 2427,
17,1601098652321,26.52725337,128.02787367,AP004,-82, 2412,
18,1601098653311,26.52725303,128.027875,AP005,-72, 2422,
18,1601098653311,26.52725303,128.027875,AP001,-76, 2462,
18,1601098653311,26.52725303,128.027875,AP002,-79, 2427,
18,1601098653311,26.52725303,128.027875,AP004,-83, 2412,
18,1601098653311,26.52725303,128.027875,AP003,-84, 2432,
19,1601098654316,26.5272519,128.02787656,AP005,-72, 2422,
19,1601098654316,26.5272519,128.02787656,AP001,-76, 2462,
19,1601098654316,26.5272519,128.02787656,AP002,-79, 2427,
19,1601098654316,26.5272519,128.02787656,AP004,-83, 2412,
19,1601098654316,26.5272519,128.02787656,AP003,-84, 2432,
20,1601098655321,26.52725042,128.02787845,AP005,-72, 2422,
20,1601098655321,26.52725042,128.02787845,AP001,-76, 2462,
20,1601098655321,26.52725042,128.02787845,AP002,-80, 2427,
20,1601098655321,26.52725042,128.02787845,AP004,-82, 2412,
20,1601098655321,26.52725042,128.02787845,AP003,-86, 2432,
21,1601098656318,26.52724822,128.02788185,AP005,-72, 2422,
21,1601098656318,26.52724822,128.02788185,AP001,-76, 2462,
21,1601098656318,26.52724822,128.02788185,AP002,-80, 2427,
21,1601098656318,26.52724822,128.02788185,AP004,-82, 2412,
21,1601098656318,26.52724822,128.02788185,AP003,-86, 2432,
22,1601098657316,26.52724604,128.02788367,AP005,-70, 2422,
22,1601098657316,26.52724604,128.02788367,AP002,-76, 2427,
22,1601098657316,26.52724604,128.02788367,AP001,-78, 2462,
22,1601098657316,26.52724604,128.02788367,AP004,-84, 2412,
23,1601098658330,26.5272452,128.02788748,AP005,-70, 2422,
23,1601098658330,26.5272452,128.02788748,AP002,-76, 2427,
23,1601098658330,26.5272452,128.02788748,AP001,-78, 2462,
23,1601098658330,26.5272452,128.02788748,AP004,-84, 2412,
24,1601098659333,26.52724534,128.02789067,AP005,-71, 2422,
24,1601098659333,26.52724534,128.02789067,AP001,-76, 2462,
24,1601098659333,26.52724534,128.02789067,AP002,-81, 2427,
24,1601098659333,26.52724534,128.02789067,AP004,-83, 2412,
24,1601098659333,26.52724534,128.02789067,AP003,-85, 2432,
25,1601098660335,26.52724586,128.02789252,AP005,-71, 2422,
25,1601098660335,26.52724586,128.02789252,AP001,-76, 2462,
25,1601098660335,26.52724586,128.02789252,AP002,-81, 2427,
25,1601098660335,26.52724586,128.02789252,AP004,-83, 2412,
25,1601098660335,26.52724586,128.02789252,AP003,-85, 2432,
26,1601098661333,26.52724559,128.02789422,AP005,-71, 2422,
26,1601098661333,26.52724559,128.02789422,AP001,-76, 2462,
26,1601098661333,26.52724559,128.02789422,AP002,-81, 2427,
26,1601098661333,26.52724559,128.02789422,AP004,-83, 2412,
26,1601098661333,26.52724559,128.02789422,AP003,-85, 2432,
27,1601098662323,26.52724534,128.02789696,AP005,-70, 2422,
27,1601098662323,26.52724534,128.02789696,AP001,-74, 2462,
27,1601098662323,26.52724534,128.02789696,AP002,-79, 2427,
27,1601098662323,26.52724534,128.02789696,AP003,-83, 2432,
27,1601098662323,26.52724534,128.02789696,AP004,-84, 2412,
28,1601098663322,26.52724541,128.02790033,AP005,-70, 2422,
28,1601098663322,26.52724541,128.02790033,AP001,-74, 2462,
28,1601098663322,26.52724541,128.02790033,AP002,-79, 2427,
28,1601098663322,26.52724541,128.02790033,AP003,-83, 2432,
28,1601098663322,26.52724541,128.02790033,AP004,-84, 2412,
29,1601098664318,26.52724537,128.02790377,AP005,-74, 2422,
29,1601098664318,26.52724537,128.02790377,AP001,-77, 2462,
29,1601098664318,26.52724537,128.02790377,AP002,-80, 2427,
29,1601098664318,26.52724537,128.02790377,AP004,-83, 2412,
29,1601098664318,26.52724537,128.02790377,AP003,-87, 2432,
30,1601098665319,26.527245,128.027907,AP005,-74, 2422,
30,1601098665319,26.527245,128.027907,AP001,-77, 2462,
30,1601098665319,26.527245,128.027907,AP002,-80, 2427,
30,1601098665319,26.527245,128.027907,AP004,-83, 2412,
30,1601098665319,26.527245,128.027907,AP003,-87, 2432,
31,1601098666309,26.5272448,128.02790985,AP001,-74, 2462,
31,1601098666309,26.5272448,128.02790985,AP002,-79, 2427,
31,1601098666309,26.5272448,128.02790985,AP005,-80, 2422,
31,1601098666309,26.5272448,128.02790985,AP004,-83, 2412,
31,1601098666309,26.5272448,128.02790985,AP003,-84, 2432,
32,1601098667312,26.5272448,128.0279147,AP001,-74, 2462,
32,1601098667312,26.5272448,128.0279147,AP002,-79, 2427,
32,1601098667312,26.5272448,128.0279147,AP005,-80, 2422,
32,1601098667312,26.5272448,128.0279147,AP004,-83, 2412,
32,1601098667312,26.5272448,128.0279147,AP003,-84, 2432,
33,1601098668328,26.5272453,128.02792021,AP003,-74, 2432,
33,1601098668328,26.5272453,128.02792021,AP001,-75, 2462,
33,1601098668328,26.5272453,128.02792021,AP005,-77, 2422,
33,1601098668328,26.5272453,128.02792021,AP002,-79, 2427,
33,1601098668328,26.5272453,128.02792021,AP004,-82, 2412,
34,1601098669329,26.52724619,128.02792344,AP003,-74, 2432,
34,1601098669329,26.52724619,128.02792344,AP001,-75, 2462,
34,1601098669329,26.52724619,128.02792344,AP005,-77, 2422,
34,1601098669329,26.52724619,128.02792344,AP002,-79, 2427,
34,1601098669329,26.52724619,128.02792344,AP004,-82, 2412,
35,1601098670311,26.52724619,128.0279263,AP005,-73, 2422,
35,1601098670311,26.52724619,128.0279263,AP001,-75, 2462,
35,1601098670311,26.52724619,128.0279263,AP003,-76, 2432,
35,1601098670311,26.52724619,128.0279263,AP004,-81, 2412,
35,1601098670311,26.52724619,128.0279263,AP002,-82, 2427,
36,1601098671318,26.52724651,128.02792852,AP005,-73, 2422,
36,1601098671318,26.52724651,128.02792852,AP001,-75, 2462,
36,1601098671318,26.52724651,128.02792852,AP003,-76, 2432,
36,1601098671318,26.52724651,128.02792852,AP004,-81, 2412,
36,1601098671318,26.52724651,128.02792852,AP002,-82, 2427,
37,1601098672322,26.52724643,128.02793035,AP001,-75, 2462,
37,1601098672322,26.52724643,128.02793035,AP005,-77, 2422,
37,1601098672322,26.52724643,128.02793035,AP002,-81, 2427,
37,1601098672322,26.52724643,128.02793035,AP004,-84, 2412,
37,1601098672322,26.52724643,128.02793035,AP003,-84, 2432,
38,1601098673321,26.52724526,128.02793288,AP001,-75, 2462,
38,1601098673321,26.52724526,128.02793288,AP005,-77, 2422,
38,1601098673321,26.52724526,128.02793288,AP002,-81, 2427,
38,1601098673321,26.52724526,128.02793288,AP004,-84, 2412,
38,1601098673321,26.52724526,128.02793288,AP003,-84, 2432,
39,1601098674310,26.52724551,128.02793624,AP001,-73, 2462,
39,1601098674310,26.52724551,128.02793624,AP005,-78, 2422,
39,1601098674310,26.52724551,128.02793624,AP002,-81, 2427,
39,1601098674310,26.52724551,128.02793624,AP004,-83, 2412,
39,1601098674310,26.52724551,128.02793624,AP003,-84, 2432,
40,1601098675359,26.52724501,128.02794021,AP001,-73, 2462,
40,1601098675359,26.52724501,128.02794021,AP005,-78, 2422,
40,1601098675359,26.52724501,128.02794021,AP002,-81, 2427,
40,1601098675359,26.52724501,128.02794021,AP004,-83, 2412,
40,1601098675359,26.52724501,128.02794021,AP003,-84, 2432,
41,1601098676330,26.52724525,128.02794385,AP005,-74, 2422,
41,1601098676330,26.52724525,128.02794385,AP001,-77, 2462,
41,1601098676330,26.52724525,128.02794385,AP002,-80, 2427,
41,1601098676330,26.52724525,128.02794385,AP004,-81, 2412,
41,1601098676330,26.52724525,128.02794385,AP003,-84, 2432,
42,1601098677328,26.52724539,128.02794747,AP005,-74, 2422,
42,1601098677328,26.52724539,128.02794747,AP001,-77, 2462,
42,1601098677328,26.52724539,128.02794747,AP002,-80, 2427,
42,1601098677328,26.52724539,128.02794747,AP004,-81, 2412,
42,1601098677328,26.52724539,128.02794747,AP003,-84, 2432,
43,1601098678317,26.52724452,128.02795081,AP001,-75, 2462,
43,1601098678317,26.52724452,128.02795081,AP002,-78, 2427,
43,1601098678317,26.52724452,128.02795081,AP003,-78, 2432,
43,1601098678317,26.52724452,128.02795081,AP005,-81, 2422,
43,1601098678317,26.52724452,128.02795081,AP004,-83, 2412,
44,1601098679325,26.52724318,128.02795356,AP001,-75, 2462,
44,1601098679325,26.52724318,128.02795356,AP002,-78, 2427,
44,1601098679325,26.52724318,128.02795356,AP003,-78, 2432,
44,1601098679325,26.52724318,128.02795356,AP005,-81, 2422,
44,1601098679325,26.52724318,128.02795356,AP004,-83, 2412,
45,1601098680325,26.52724255,128.0279562,AP001,-74, 2462,
45,1601098680325,26.52724255,128.0279562,AP005,-77, 2422,
45,1601098680325,26.52724255,128.0279562,AP002,-78, 2427,
45,1601098680325,26.52724255,128.0279562,AP003,-84, 2432,
46,1601098681327,26.52724265,128.02795874,AP001,-74, 2462,
46,1601098681327,26.52724265,128.02795874,AP005,-77, 2422,
46,1601098681327,26.52724265,128.02795874,AP002,-78, 2427,
46,1601098681327,26.52724265,128.02795874,AP003,-84, 2432,
47,1601098682320,26.5272427,128.02795905,AP001,-75, 2462,
47,1601098682320,26.5272427,128.02795905,AP002,-79, 2427,
47,1601098682320,26.5272427,128.02795905,AP005,-80, 2422,
47,1601098682320,26.5272427,128.02795905,AP004,-85, 2412,
47,1601098682320,26.5272427,128.02795905,AP003,-85, 2432,
48,1601098683314,26.52724222,128.02796384,AP001,-75, 2462,
48,1601098683314,26.52724222,128.02796384,AP002,-79, 2427,
48,1601098683314,26.52724222,128.02796384,AP005,-80, 2422,
48,1601098683314,26.52724222,128.02796384,AP004,-85, 2412,
48,1601098683314,26.52724222,128.02796384,AP003,-85, 2432,
49,1601098684321,26.52724172,128.02796737,AP001,-71, 2462,
49,1601098684321,26.52724172,128.02796737,AP002,-77, 2427,
49,1601098684321,26.52724172,128.02796737,AP005,-79, 2422,
49,1601098684321,26.52724172,128.02796737,AP004,-82, 2412,
49,1601098684321,26.52724172,128.02796737,AP003,-84, 2432,
50,1601098685331,26.52724108,128.02797186,AP001,-71, 2462,
50,1601098685331,26.52724108,128.02797186,AP002,-77, 2427,
50,1601098685331,26.52724108,128.02797186,AP005,-79, 2422,
50,1601098685331,26.52724108,128.02797186,AP004,-82, 2412,
50,1601098685331,26.52724108,128.02797186,AP003,-84, 2432,
51,1601098686313,26.52723973,128.02797446,AP001,-76, 2462,
51,1601098686313,26.52723973,128.02797446,AP002,-77, 2427,
51,1601098686313,26.52723973,128.02797446,AP005,-77, 2422,
51,1601098686313,26.52723973,128.02797446,AP004,-84, 2412,
51,1601098686313,26.52723973,128.02797446,AP003,-84, 2432,
52,1601098687327,26.52723792,128.02797702,AP001,-76, 2462,
52,1601098687327,26.52723792,128.02797702,AP002,-77, 2427,
52,1601098687327,26.52723792,128.02797702,AP005,-77, 2422,
52,1601098687327,26.52723792,128.02797702,AP004,-84, 2412,
52,1601098687327,26.52723792,128.02797702,AP003,-84, 2432,
53,1601098688337,26.52723611,128.02798081,AP001,-71, 2462,
53,1601098688337,26.52723611,128.02798081,AP005,-74, 2422,
53,1601098688337,26.52723611,128.02798081,AP002,-76, 2427,
53,1601098688337,26.52723611,128.02798081,AP004,-80, 2412,
53,1601098688337,26.52723611,128.02798081,AP003,-82, 2432,
54,1601098689327,26.52723563,128.02798478,AP001,-71, 2462,
54,1601098689327,26.52723563,128.02798478,AP005,-74, 2422,
54,1601098689327,26.52723563,128.02798478,AP002,-76, 2427,
54,1601098689327,26.52723563,128.02798478,AP004,-80, 2412,
54,1601098689327,26.52723563,128.02798478,AP003,-82, 2432,
55,1601098690325,26.52723628,128.02798889,AP001,-68, 2462,
55,1601098690325,26.52723628,128.02798889,AP002,-75, 2427,
55,1601098690325,26.52723628,128.02798889,AP005,-76, 2422,
55,1601098690325,26.52723628,128.02798889,AP004,-81, 2412,
55,1601098690325,26.52723628,128.02798889,AP003,-82, 2432,
56,1601098691317,26.52723651,128.02799125,AP001,-68, 2462,
56,1601098691317,26.52723651,128.02799125,AP002,-75, 2427,
56,1601098691317,26.52723651,128.02799125,AP005,-76, 2422,
56,1601098691317,26.52723651,128.02799125,AP004,-81, 2412,
56,1601098691317,26.52723651,128.02799125,AP003,-82, 2432,
57,1601098692316,26.52723646,128.02799442,AP001,-73, 2462,
57,1601098692316,26.52723646,128.02799442,AP002,-77, 2427,
57,1601098692316,26.52723646,128.02799442,AP004,-77, 2412,
57,1601098692316,26.52723646,128.02799442,AP005,-80, 2422,
57,1601098692316,26.52723646,128.02799442,AP003,-82, 2432,
58,1601098693325,26.52723568,128.02799817,AP001,-73, 2462,
58,1601098693325,26.52723568,128.02799817,AP002,-77, 2427,
58,1601098693325,26.52723568,128.02799817,AP004,-77, 2412,
58,1601098693325,26.52723568,128.02799817,AP005,-80, 2422,
58,1601098693325,26.52723568,128.02799817,AP003,-82, 2432,
59,1601098694311,26.52723584,128.02800211,AP001,-70, 2462,
59,1601098694311,26.52723584,128.02800211,AP002,-75, 2427,
59,1601098694311,26.52723584,128.02800211,AP005,-78, 2422,
59,1601098694311,26.52723584,128.02800211,AP004,-79, 2412,
59,1601098694311,26.52723584,128.02800211,AP003,-81, 2432,
60,1601098695308,26.52723548,128.02800507,AP001,-70, 2462,
60,1601098695308,26.52723548,128.02800507,AP002,-75, 2427,
60,1601098695308,26.52723548,128.02800507,AP005,-78, 2422,
60,1601098695308,26.52723548,128.02800507,AP004,-79, 2412,
60,1601098695308,26.52723548,128.02800507,AP003,-81, 2432,
61,1601098696311,26.52723496,128.02800804,AP001,-71, 2462,
61,1601098696311,26.52723496,128.02800804,AP002,-76, 2427,
61,1601098696311,26.52723496,128.02800804,AP005,-80, 2422,
61,1601098696311,26.52723496,128.02800804,AP003,-81, 2432,
61,1601098696311,26.52723496,128.02800804,AP004,-84, 2412,
62,1601098697321,26.52723405,128.02801133,AP001,-71, 2462,
62,1601098697321,26.52723405,128.02801133,AP002,-76, 2427,
62,1601098697321,26.52723405,128.02801133,AP005,-80, 2422,
62,1601098697321,26.52723405,128.02801133,AP003,-81, 2432,
62,1601098697321,26.52723405,128.02801133,AP004,-84, 2412,
63,1601098698316,26.52723296,128.02801051,AP001,-72, 2462,
63,1601098698316,26.52723296,128.02801051,AP002,-75, 2427,
63,1601098698316,26.52723296,128.02801051,AP004,-76, 2412,
63,1601098698316,26.52723296,128.02801051,AP005,-80, 2422,
63,1601098698316,26.52723296,128.02801051,AP003,-81, 2432,
64,1601098699323,26.52723124,128.02801452,AP001,-72, 2462,
64,1601098699323,26.52723124,128.02801452,AP002,-75, 2427,
64,1601098699323,26.52723124,128.02801452,AP004,-76, 2412,
64,1601098699323,26.52723124,128.02801452,AP005,-80, 2422,
64,1601098699323,26.52723124,128.02801452,AP003,-81, 2432,
65,1601098700322,26.52723063,128.02801963,AP002,-74, 2427,
65,1601098700322,26.52723063,128.02801963,AP001,-77, 2462,
65,1601098700322,26.52723063,128.02801963,AP004,-78, 2412,
65,1601098700322,26.52723063,128.02801963,AP005,-80, 2422,
65,1601098700322,26.52723063,128.02801963,AP003,-82, 2432,
66,1601098701308,26.52722926,128.02802538,AP002,-74, 2427,
66,1601098701308,26.52722926,128.02802538,AP001,-77, 2462,
66,1601098701308,26.52722926,128.02802538,AP004,-78, 2412,
66,1601098701308,26.52722926,128.02802538,AP005,-80, 2422,
66,1601098701308,26.52722926,128.02802538,AP003,-82, 2432,
67,1601098702306,26.52722913,128.02803049,AP002,-75, 2427,
67,1601098702306,26.52722913,128.02803049,AP001,-75, 2462,
67,1601098702306,26.52722913,128.02803049,AP005,-77, 2422,
67,1601098702306,26.52722913,128.02803049,AP003,-81, 2432,
67,1601098702306,26.52722913,128.02803049,AP004,-82, 2412,
68,1601098703322,26.52722959,128.02803276,AP002,-75, 2427,
68,1601098703322,26.52722959,128.02803276,AP001,-75, 2462,
68,1601098703322,26.52722959,128.02803276,AP005,-77, 2422,
68,1601098703322,26.52722959,128.02803276,AP003,-81, 2432,
68,1601098703322,26.52722959,128.02803276,AP004,-82, 2412,
69,1601098704317,26.52722983,128.02803563,AP002,-75, 2427,
69,1601098704317,26.52722983,128.02803563,AP001,-76, 2462,
69,1601098704317,26.52722983,128.02803563,AP005,-77, 2422,
69,1601098704317,26.52722983,128.02803563,AP004,-80, 2412,
69,1601098704317,26.52722983,128.02803563,AP003,-83, 2432,
70,1601098705317,26.52722971,128.02803812,AP002,-75, 2427,
70,1601098705317,26.52722971,128.02803812,AP001,-76, 2462,
70,1601098705317,26.52722971,128.02803812,AP005,-77, 2422,
70,1601098705317,26.52722971,128.02803812,AP004,-80, 2412,
70,1601098705317,26.52722971,128.02803812,AP003,-83, 2432,
71,1601098706308,26.52722944,128.02804036,AP002,-73, 2427,
71,1601098706308,26.52722944,128.02804036,AP001,-77, 2462,
71,1601098706308,26.52722944,128.02804036,AP005,-78, 2422,
71,1601098706308,26.52722944,128.02804036,AP004,-80, 2412,
71,1601098706308,26.52722944,128.02804036,AP003,-82, 2432,
72,1601098707324,26.52722943,128.02804213,AP002,-73, 2427,
72,1601098707324,26.52722943,128.02804213,AP001,-77, 2462,
72,1601098707324,26.52722943,128.02804213,AP005,-78, 2422,
72,1601098707324,26.52722943,128.02804213,AP004,-80, 2412,
72,1601098707324,26.52722943,128.02804213,AP003,-82, 2432,
73,1601098708314,26.52722972,128.02804431,AP002,-73, 2427,
73,1601098708314,26.52722972,128.02804431,AP001,-76, 2462,
73,1601098708314,26.52722972,128.02804431,AP004,-77, 2412,
73,1601098708314,26.52722972,128.02804431,AP003,-81, 2432,
73,1601098708314,26.52722972,128.02804431,AP005,-84, 2422,
74,1601098709316,26.52722929,128.02804699,AP002,-73, 2427,
74,1601098709316,26.52722929,128.02804699,AP001,-76, 2462,
74,1601098709316,26.52722929,128.02804699,AP004,-77, 2412,
74,1601098709316,26.52722929,128.02804699,AP003,-81, 2432,
74,1601098709316,26.52722929,128.02804699,AP005,-84, 2422,
75,1601098710321,26.52722794,128.02804898,AP002,-72, 2427,
75,1601098710321,26.52722794,128.02804898,AP001,-78, 2462,
75,1601098710321,26.52722794,128.02804898,AP004,-78, 2412,
75,1601098710321,26.52722794,128.02804898,AP005,-81, 2422,
75,1601098710321,26.52722794,128.02804898,AP003,-81, 2432,
76,1601098711322,26.527227,128.0280515,AP002,-72, 2427,
76,1601098711322,26.527227,128.0280515,AP001,-78, 2462,
76,1601098711322,26.527227,128.0280515,AP004,-78, 2412,
76,1601098711322,26.527227,128.0280515,AP005,-81, 2422,
76,1601098711322,26.527227,128.0280515,AP003,-81, 2432,
77,1601098712324,26.52722703,128.02805417,AP002,-71, 2427,
77,1601098712324,26.52722703,128.02805417,AP001,-75, 2462,
77,1601098712324,26.52722703,128.02805417,AP004,-77, 2412,
77,1601098712324,26.52722703,128.02805417,AP003,-81, 2432,
77,1601098712324,26.52722703,128.02805417,AP005,-85, 2422,
78,1601098713327,26.52722673,128.02805719,AP002,-71, 2427,
78,1601098713327,26.52722673,128.02805719,AP001,-75, 2462,
78,1601098713327,26.52722673,128.02805719,AP004,-77, 2412,
78,1601098713327,26.52722673,128.02805719,AP003,-81, 2432,
78,1601098713327,26.52722673,128.02805719,AP005,-85, 2422,
79,1601098714316,26.52722725,128.0280595,AP002,-72, 2427,
79,1601098714316,26.52722725,128.0280595,AP001,-79, 2462,
79,1601098714316,26.52722725,128.0280595,AP004,-80, 2412,
79,1601098714316,26.52722725,128.0280595,AP003,-83, 2432,
79,1601098714316,26.52722725,128.0280595,AP005,-85, 2422,
80,1601098715322,26.52722595,128.02806213,AP002,-72, 2427,
80,1601098715322,26.52722595,128.02806213,AP001,-79, 2462,
80,1601098715322,26.52722595,128.02806213,AP004,-80, 2412,
80,1601098715322,26.52722595,128.02806213,AP003,-83, 2432,
80,1601098715322,26.52722595,128.02806213,AP005,-85, 2422,
81,1601098716322,26.52722492,128.02806512,AP002,-68, 2427,
81,1601098716322,26.52722492,128.02806512,AP001,-76, 2462,
81,1601098716322,26.52722492,128.02806512,AP004,-82, 2412,
81,1601098716322,26.52722492,128.02806512,AP003,-82, 2432,
82,1601098717322,26.52722468,128.02806774,AP002,-68, 2427,
82,1601098717322,26.52722468,128.02806774,AP001,-76, 2462,
82,1601098717322,26.52722468,128.02806774,AP004,-82, 2412,
82,1601098717322,26.52722468,128.02806774,AP003,-82, 2432,
83,1601098718318,26.52722548,128.02807113,AP002,-68, 2427,
83,1601098718318,26.52722548,128.02807113,AP001,-76, 2462,
83,1601098718318,26.52722548,128.02807113,AP004,-81, 2412,
83,1601098718318,26.52722548,128.02807113,AP003,-83, 2432,
83,1601098718318,26.52722548,128.02807113,AP005,-86, 2422,
84,1601098719320,26.5272262,128.02807474,AP002,-68, 2427,
84,1601098719320,26.5272262,128.02807474,AP001,-76, 2462,
84,1601098719320,26.5272262,128.02807474,AP004,-81, 2412,
84,1601098719320,26.5272262,128.02807474,AP003,-83, 2432,
84,1601098719320,26.5272262,128.02807474,AP005,-86, 2422,
85,1601098720315,26.52722599,128.02807921,AP002,-68, 2427,
85,1601098720315,26.52722599,128.02807921,AP001,-77, 2462,
85,1601098720315,26.52722599,128.02807921,AP003,-82, 2432,
85,1601098720315,26.52722599,128.02807921,AP004,-83, 2412,
85,1601098720315,26.52722599,128.02807921,AP005,-84, 2422,
86,1601098721318,26.52722628,128.0280838,AP002,-68, 2427,
86,1601098721318,26.52722628,128.0280838,AP001,-77, 2462,
86,1601098721318,26.52722628,128.0280838,AP003,-82, 2432,
86,1601098721318,26.52722628,128.0280838,AP004,-83, 2412,
86,1601098721318,26.52722628,128.0280838,AP005,-84, 2422,
87,1601098722311,26.52722563,128.02808731,AP002,-67, 2427,
87,1601098722311,26.52722563,128.02808731,AP001,-79, 2462,
87,1601098722311,26.52722563,128.02808731,AP003,-82, 2432,
87,1601098722311,26.52722563,128.02808731,AP005,-83, 2422,
87,1601098722311,26.52722563,128.02808731,AP004,-84, 2412,
88,1601098723322,26.52722567,128.02809096,AP002,-67, 2427,
88,1601098723322,26.52722567,128.02809096,AP001,-79, 2462,
88,1601098723322,26.52722567,128.02809096,AP003,-82, 2432,
88,1601098723322,26.52722567,128.02809096,AP005,-83, 2422,
88,1601098723322,26.52722567,128.02809096,AP004,-84, 2412,
89,1601098724319,26.52722589,128.02809428,AP002,-67, 2427,
89,1601098724319,26.52722589,128.02809428,AP001,-77, 2462,
89,1601098724319,26.52722589,128.02809428,AP003,-81, 2432,
89,1601098724319,26.52722589,128.02809428,AP005,-82, 2422,
89,1601098724319,26.52722589,128.02809428,AP004,-83, 2412,
90,1601098725326,26.52722584,128.02809762,AP002,-67, 2427,
90,1601098725326,26.52722584,128.02809762,AP001,-77, 2462,
