SerialNumber,EpochTime,Latitude,Longitude,APName,RSSI,Frequency,
2071,1601100706318,26.52713888,128.02806047,AP005,-83, 2422,
2072,1601100707302,26.52713814,128.02806361,AP002,-64, 2427,
2072,1601100707302,26.52713814,128.02806361,AP001,-72, 2462,
2072,1601100707302,26.52713814,128.02806361,AP003,-81, 2432,
2072,1601100707302,26.52713814,128.02806361,AP004,-83, 2412,
2072,1601100707302,26.52713814,128.02806361,AP005,-87, 2422,
2073,1601100708315,26.52713725,128.02806739,AP002,-64, 2427,
2073,1601100708315,26.52713725,128.02806739,AP001,-72, 2462,
2073,1601100708315,26.52713725,128.02806739,AP003,-81, 2432,
2073,1601100708315,26.52713725,128.02806739,AP004,-83, 2412,
2073,1601100708315,26.52713725,128.02806739,AP005,-87, 2422,
2074,1601100709315,26.52713622,128.02807152,AP002,-61, 2427,
2074,1601100709315,26.52713622,128.02807152,AP001,-72, 2462,
2074,1601100709315,26.52713622,128.02807152,AP004,-80, 2412,
2074,1601100709315,26.52713622,128.02807152,AP003,-82, 2432,
2074,1601100709315,26.52713622,128.02807152,AP005,-84, 2422,
2075,1601100710318,26.52713565,128.02807515,AP002,-61, 2427,
2075,1601100710318,26.52713565,128.02807515,AP001,-72, 2462,
2075,1601100710318,26.52713565,128.02807515,AP004,-80, 2412,
2075,1601100710318,26.52713565,128.02807515,AP003,-82, 2432,
2075,1601100710318,26.52713565,128.02807515,AP005,-84, 2422,
2076,1601100711317,26.52713573,128.02807907,AP002,-67, 2427,
2076,1601100711317,26.52713573,128.02807907,AP001,-70, 2462,
2076,1601100711317,26.52713573,128.02807907,AP003,-81, 2432,
2076,1601100711317,26.52713573,128.02807907,AP004,-84, 2412,
2077,1601100712319,26.52713571,128.02808376,AP002,-67, 2427,
2077,1601100712319,26.52713571,128.02808376,AP001,-70, 2462,
2077,1601100712319,26.52713571,128.02808376,AP003,-81, 2432,
2077,1601100712319,26.52713571,128.02808376,AP004,-84, 2412,
2078,1601100713319,26.52713625,128.02808751,AP002,-64, 2427,
2078,1601100713319,26.52713625,128.02808751,AP001,-73, 2462,
2078,1601100713319,26.52713625,128.02808751,AP003,-80, 2432,
2078,1601100713319,26.52713625,128.02808751,AP004,-84, 2412,
2078,1601100713319,26.52713625,128.02808751,AP005,-85, 2422,
2079,1601100714315,26.52713639,128.02809057,AP002,-64, 2427,
2079,1601100714315,26.52713639,128.02809057,AP001,-73, 2462,
2079,1601100714315,26.52713639,128.02809057,AP003,-80, 2432,
2079,1601100714315,26.52713639,128.02809057,AP004,-84, 2412,
2079,1601100714315,26.52713639,128.02809057,AP005,-85, 2422,
2080,1601100715318,26.52713618,128.02809313,AP002,-64, 2427,
2080,1601100715318,26.52713618,128.02809313,AP001,-72, 2462,
2080,1601100715318,26.52713618,128.02809313,AP004,-81, 2412,
2080,1601100715318,26.52713618,128.02809313,AP003,-82, 2432,
2080,1601100715318,26.52713618,128.02809313,AP005,-84, 2422,
2081,1601100716310,26.52713557,128.0280965,AP002,-64, 2427,
2081,1601100716310,26.52713557,128.0280965,AP001,-72, 2462,
2081,1601100716310,26.52713557,128.0280965,AP004,-81, 2412,
2081,1601100716310,26.52713557,128.0280965,AP003,-82, 2432,
2081,1601100716310,26.52713557,128.0280965,AP005,-84, 2422,
2082,1601100717314,26.5271346,128.02809888,AP002,-65, 2427,
2082,1601100717314,26.5271346,128.02809888,AP001,-71, 2462,
2082,1601100717314,26.5271346,128.02809888,AP004,-80, 2412,
2082,1601100717314,26.5271346,128.02809888,AP003,-81, 2432,
2083,1601100718318,26.52713338,128.0281016,AP002,-65, 2427,
2083,1601100718318,26.52713338,128.0281016,AP001,-71, 2462,
2083,1601100718318,26.52713338,128.0281016,AP004,-80, 2412,
2083,1601100718318,26.52713338,128.0281016,AP003,-81, 2432,
2084,1601100719318,26.5271331,128.02810501,AP002,-60, 2427,
2084,1601100719318,26.5271331,128.02810501,AP001,-72, 2462,
2084,1601100719318,26.5271331,128.02810501,AP003,-80, 2432,
2084,1601100719318,26.5271331,128.02810501,AP004,-82, 2412,
2084,1601100719318,26.5271331,128.02810501,AP005,-89, 2422,
2085,1601100720320,26.527133,128.02810828,AP002,-60, 2427,
2085,1601100720320,26.527133,128.02810828,AP001,-72, 2462,
2085,1601100720320,26.527133,128.02810828,AP003,-80, 2432,
2085,1601100720320,26.527133,128.02810828,AP004,-82, 2412,
2085,1601100720320,26.527133,128.02810828,AP005,-89, 2422,
2086,1601100721318,26.52713287,128.02811154,AP002,-62, 2427,
2086,1601100721318,26.52713287,128.02811154,AP001,-75, 2462,
2086,1601100721318,26.52713287,128.02811154,AP005,-79, 2422,
2086,1601100721318,26.52713287,128.02811154,AP004,-79, 2412,
2086,1601100721318,26.52713287,128.02811154,AP003,-82, 2432,
2087,1601100722305,26.52713216,128.02811539,AP002,-62, 2427,
2087,1601100722305,26.52713216,128.02811539,AP001,-75, 2462,
2087,1601100722305,26.52713216,128.02811539,AP005,-79, 2422,
2087,1601100722305,26.52713216,128.02811539,AP004,-79, 2412,
2087,1601100722305,26.52713216,128.02811539,AP003,-82, 2432,
2088,1601100723317,26.5271315,128.02811959,AP002,-62, 2427,
2088,1601100723317,26.5271315,128.02811959,AP001,-74, 2462,
2088,1601100723317,26.5271315,128.02811959,AP003,-81, 2432,
2088,1601100723317,26.5271315,128.02811959,AP004,-83, 2412,
2088,1601100723317,26.5271315,128.02811959,AP005,-85, 2422,
2089,1601100724321,26.52713057,128.02812316,AP002,-62, 2427,
2089,1601100724321,26.52713057,128.02812316,AP001,-74, 2462,
2089,1601100724321,26.52713057,128.02812316,AP003,-81, 2432,
2089,1601100724321,26.52713057,128.02812316,AP004,-83, 2412,
2089,1601100724321,26.52713057,128.02812316,AP005,-85, 2422,
2090,1601100725321,26.52713055,128.02812628,AP002,-57, 2427,
2090,1601100725321,26.52713055,128.02812628,AP001,-73, 2462,
2090,1601100725321,26.52713055,128.02812628,AP003,-81, 2432,
2090,1601100725321,26.52713055,128.02812628,AP004,-82, 2412,
2091,1601100726314,26.52713061,128.02813063,AP002,-57, 2427,
2091,1601100726314,26.52713061,128.02813063,AP001,-73, 2462,
2091,1601100726314,26.52713061,128.02813063,AP003,-81, 2432,
2091,1601100726314,26.52713061,128.02813063,AP004,-82, 2412,
2092,1601100727310,26.52712847,128.02813562,AP002,-59, 2427,
2092,1601100727310,26.52712847,128.02813562,AP001,-71, 2462,
2092,1601100727310,26.52712847,128.02813562,AP004,-79, 2412,
2092,1601100727310,26.52712847,128.02813562,AP003,-82, 2432,
2093,1601100728314,26.5271277,128.02814073,AP002,-59, 2427,
2093,1601100728314,26.5271277,128.02814073,AP001,-71, 2462,
2093,1601100728314,26.5271277,128.02814073,AP004,-79, 2412,
2093,1601100728314,26.5271277,128.02814073,AP003,-82, 2432,
2094,1601100729317,26.52712776,128.02814452,AP002,-60, 2427,
2094,1601100729317,26.52712776,128.02814452,AP001,-74, 2462,
2094,1601100729317,26.52712776,128.02814452,AP003,-81, 2432,
2094,1601100729317,26.52712776,128.02814452,AP004,-83, 2412,
2095,1601100730317,26.52712653,128.02814793,AP002,-60, 2427,
2095,1601100730317,26.52712653,128.02814793,AP001,-74, 2462,
2095,1601100730317,26.52712653,128.02814793,AP003,-81, 2432,
2095,1601100730317,26.52712653,128.02814793,AP004,-83, 2412,
2096,1601100731313,26.52712668,128.02815069,AP002,-55, 2427,
2096,1601100731313,26.52712668,128.02815069,AP001,-77, 2462,
2096,1601100731313,26.52712668,128.02815069,AP004,-80, 2412,
2096,1601100731313,26.52712668,128.02815069,AP003,-83, 2432,
2097,1601100732320,26.52712774,128.02815325,AP002,-55, 2427,
2097,1601100732320,26.52712774,128.02815325,AP001,-77, 2462,
2097,1601100732320,26.52712774,128.02815325,AP004,-80, 2412,
2097,1601100732320,26.52712774,128.02815325,AP003,-83, 2432,
2098,1601100733314,26.5271287,128.02815663,AP002,-59, 2427,
2098,1601100733314,26.5271287,128.02815663,AP001,-79, 2462,
2098,1601100733314,26.5271287,128.02815663,AP004,-80, 2412,
2098,1601100733314,26.5271287,128.02815663,AP003,-81, 2432,
2098,1601100733314,26.5271287,128.02815663,AP005,-84, 2422,
2099,1601100734319,26.52712948,128.02815894,AP002,-59, 2427,
2099,1601100734319,26.52712948,128.02815894,AP001,-79, 2462,
2099,1601100734319,26.52712948,128.02815894,AP004,-80, 2412,
2099,1601100734319,26.52712948,128.02815894,AP003,-81, 2432,
2099,1601100734319,26.52712948,128.02815894,AP005,-84, 2422,
2100,1601100735320,26.52713067,128.02816203,AP002,-53, 2427,
2100,1601100735320,26.52713067,128.02816203,AP001,-78, 2462,
2100,1601100735320,26.52713067,128.02816203,AP004,-79, 2412,
2100,1601100735320,26.52713067,128.02816203,AP003,-82, 2432,
2100,1601100735320,26.52713067,128.02816203,AP005,-85, 2422,
2101,1601100736316,26.52713101,128.02816625,AP002,-53, 2427,
2101,1601100736316,26.52713101,128.02816625,AP001,-78, 2462,
2101,1601100736316,26.52713101,128.02816625,AP004,-79, 2412,
2101,1601100736316,26.52713101,128.02816625,AP003,-82, 2432,
2101,1601100736316,26.52713101,128.02816625,AP005,-85, 2422,
2102,1601100737324,26.5271319,128.02817035,AP002,-54, 2427,
2102,1601100737324,26.5271319,128.02817035,AP001,-79, 2462,
2102,1601100737324,26.5271319,128.02817035,AP004,-79, 2412,
2102,1601100737324,26.5271319,128.02817035,AP003,-81, 2432,
2102,1601100737324,26.5271319,128.02817035,AP005,-87, 2422,
2103,1601100738322,26.52713135,128.0281742,AP002,-54, 2427,
2103,1601100738322,26.52713135,128.0281742,AP001,-79, 2462,
2103,1601100738322,26.52713135,128.0281742,AP004,-79, 2412,
2103,1601100738322,26.52713135,128.0281742,AP003,-81, 2432,
2103,1601100738322,26.52713135,128.0281742,AP005,-87, 2422,
2104,1601100739318,26.52713122,128.0281777,AP002,-53, 2427,
2104,1601100739318,26.52713122,128.0281777,AP001,-79, 2462,
2104,1601100739318,26.52713122,128.0281777,AP004,-82, 2412,
2104,1601100739318,26.52713122,128.0281777,AP003,-83, 2432,
2104,1601100739318,26.52713122,128.0281777,AP005,-85, 2422,
2105,1601100740311,26.52713206,128.02818207,AP002,-53, 2427,
2105,1601100740311,26.52713206,128.02818207,AP001,-79, 2462,
2105,1601100740311,26.52713206,128.02818207,AP004,-82, 2412,
2105,1601100740311,26.52713206,128.02818207,AP003,-83, 2432,
2105,1601100740311,26.52713206,128.02818207,AP005,-85, 2422,
2106,1601100741330,26.527133,128.02818549,AP002,-49, 2427,
2106,1601100741330,26.527133,128.02818549,AP001,-78, 2462,
2106,1601100741330,26.527133,128.02818549,AP003,-81, 2432,
2106,1601100741330,26.527133,128.02818549,AP004,-83, 2412,
2106,1601100741330,26.527133,128.02818549,AP005,-84, 2422,
2107,1601100742314,26.52713343,128.02818843,AP002,-49, 2427,
2107,1601100742314,26.52713343,128.02818843,AP001,-78, 2462,
2107,1601100742314,26.52713343,128.02818843,AP003,-81, 2432,
2107,1601100742314,26.52713343,128.02818843,AP004,-83, 2412,
2107,1601100742314,26.52713343,128.02818843,AP005,-84, 2422,
2108,1601100743311,26.52713316,128.02819239,AP002,-50, 2427,
2108,1601100743311,26.52713316,128.02819239,AP001,-79, 2462,
2108,1601100743311,26.52713316,128.02819239,AP004,-80, 2412,
2109,1601100744321,26.5271336,128.02819577,AP002,-50, 2427,
2109,1601100744321,26.5271336,128.02819577,AP001,-79, 2462,
2109,1601100744321,26.5271336,128.02819577,AP004,-80, 2412,
2110,1601100745312,26.52713321,128.02819984,AP002,-50, 2427,
2110,1601100745312,26.52713321,128.02819984,AP001,-76, 2462,
2110,1601100745312,26.52713321,128.02819984,AP004,-78, 2412,
2110,1601100745312,26.52713321,128.02819984,AP003,-83, 2432,
2110,1601100745312,26.52713321,128.02819984,AP005,-88, 2422,
2111,1601100746321,26.52713244,128.02820358,AP002,-50, 2427,
2111,1601100746321,26.52713244,128.02820358,AP001,-76, 2462,
2111,1601100746321,26.52713244,128.02820358,AP004,-78, 2412,
2111,1601100746321,26.52713244,128.02820358,AP003,-83, 2432,
2111,1601100746321,26.52713244,128.02820358,AP005,-88, 2422,
2112,1601100747309,26.52713188,128.02820652,AP002,-48, 2427,
2112,1601100747309,26.52713188,128.02820652,AP001,-75, 2462,
2112,1601100747309,26.52713188,128.02820652,AP004,-82, 2412,
2113,1601100748324,26.52713095,128.02820994,AP002,-48, 2427,
2113,1601100748324,26.52713095,128.02820994,AP001,-75, 2462,
2113,1601100748324,26.52713095,128.02820994,AP004,-82, 2412,
2114,1601100749324,26.52712954,128.02821243,AP002,-51, 2427,
2114,1601100749324,26.52712954,128.02821243,AP001,-73, 2462,
2114,1601100749324,26.52712954,128.02821243,AP004,-81, 2412,
2114,1601100749324,26.52712954,128.02821243,AP003,-82, 2432,
2114,1601100749324,26.52712954,128.02821243,AP005,-88, 2422,
2115,1601100750315,26.52712789,128.02821512,AP002,-51, 2427,
2115,1601100750315,26.52712789,128.02821512,AP001,-73, 2462,
2115,1601100750315,26.52712789,128.02821512,AP004,-81, 2412,
2115,1601100750315,26.52712789,128.02821512,AP003,-82, 2432,
2115,1601100750315,26.52712789,128.02821512,AP005,-88, 2422,
2116,1601100751312,26.52712575,128.02821748,AP002,-42, 2427,
2116,1601100751312,26.52712575,128.02821748,AP001,-79, 2462,
2116,1601100751312,26.52712575,128.02821748,AP004,-81, 2412,
2116,1601100751312,26.52712575,128.02821748,AP003,-82, 2432,
2117,1601100752321,26.52712314,128.02821692,AP002,-42, 2427,
2117,1601100752321,26.52712314,128.02821692,AP001,-79, 2462,
2117,1601100752321,26.52712314,128.02821692,AP004,-81, 2412,
2117,1601100752321,26.52712314,128.02821692,AP003,-82, 2432,
2118,1601100753323,26.52712211,128.02821822,AP002,-40, 2427,
2118,1601100753323,26.52712211,128.02821822,AP001,-71, 2462,
2118,1601100753323,26.52712211,128.02821822,AP004,-74, 2412,
2118,1601100753323,26.52712211,128.02821822,AP003,-83, 2432,
2118,1601100753323,26.52712211,128.02821822,AP005,-91, 2422,
2119,1601100754313,26.52712231,128.02821981,AP002,-40, 2427,
2119,1601100754313,26.52712231,128.02821981,AP001,-71, 2462,
2119,1601100754313,26.52712231,128.02821981,AP004,-74, 2412,
2119,1601100754313,26.52712231,128.02821981,AP003,-83, 2432,
2119,1601100754313,26.52712231,128.02821981,AP005,-91, 2422,
2120,1601100755328,26.52712218,128.02822126,AP002,-39, 2427,
2120,1601100755328,26.52712218,128.02822126,AP001,-73, 2462,
2120,1601100755328,26.52712218,128.02822126,AP004,-83, 2412,
2121,1601100756318,26.52712176,128.02822366,AP002,-39, 2427,
2121,1601100756318,26.52712176,128.02822366,AP001,-73, 2462,
2121,1601100756318,26.52712176,128.02822366,AP004,-83, 2412,
2122,1601100757317,26.52712181,128.0282263,AP002,-36, 2427,
2122,1601100757317,26.52712181,128.0282263,AP001,-73, 2462,
2122,1601100757317,26.52712181,128.0282263,AP004,-80, 2412,
2122,1601100757317,26.52712181,128.0282263,AP003,-83, 2432,
2123,1601100758317,26.52712352,128.02822931,AP002,-36, 2427,
2123,1601100758317,26.52712352,128.02822931,AP001,-73, 2462,
2123,1601100758317,26.52712352,128.02822931,AP004,-80, 2412,
2123,1601100758317,26.52712352,128.02822931,AP003,-83, 2432,
2124,1601100759306,26.52712424,128.02823248,AP002,-37, 2427,
2124,1601100759306,26.52712424,128.02823248,AP001,-74, 2462,
2124,1601100759306,26.52712424,128.02823248,AP003,-84, 2432,
2125,1601100760316,26.52712381,128.02823547,AP002,-37, 2427,
2125,1601100760316,26.52712381,128.02823547,AP001,-74, 2462,
2125,1601100760316,26.52712381,128.02823547,AP003,-84, 2432,
2126,1601100761320,26.5271231,128.02823881,AP002,-41, 2427,
2126,1601100761320,26.5271231,128.02823881,AP001,-70, 2462,
2126,1601100761320,26.5271231,128.02823881,AP003,-81, 2432,
2126,1601100761320,26.5271231,128.02823881,AP004,-82, 2412,
2126,1601100761320,26.5271231,128.02823881,AP005,-84, 2422,
2127,1601100762315,26.52712288,128.02824236,AP002,-41, 2427,
2127,1601100762315,26.52712288,128.02824236,AP001,-70, 2462,
2127,1601100762315,26.52712288,128.02824236,AP003,-81, 2432,
2127,1601100762315,26.52712288,128.02824236,AP004,-82, 2412,
2127,1601100762315,26.52712288,128.02824236,AP005,-84, 2422,
2128,1601100763312,26.52712159,128.02824665,AP002,-41, 2427,
2128,1601100763312,26.52712159,128.02824665,AP001,-71, 2462,
2128,1601100763312,26.52712159,128.02824665,AP004,-79, 2412,
2128,1601100763312,26.52712159,128.02824665,AP003,-82, 2432,
2129,1601100764313,26.52712036,128.02825015,AP002,-41, 2427,
2129,1601100764313,26.52712036,128.02825015,AP001,-71, 2462,
2129,1601100764313,26.52712036,128.02825015,AP004,-79, 2412,
2129,1601100764313,26.52712036,128.02825015,AP003,-82, 2432,
2130,1601100765314,26.52712002,128.02825325,AP002,-48, 2427,
2130,1601100765314,26.52712002,128.02825325,AP001,-71, 2462,
2130,1601100765314,26.52712002,128.02825325,AP003,-80, 2432,
2130,1601100765314,26.52712002,128.02825325,AP004,-81, 2412,
2130,1601100765314,26.52712002,128.02825325,AP005,-90, 2422,
2131,1601100766322,26.52712132,128.02825569,AP002,-48, 2427,
2131,1601100766322,26.52712132,128.02825569,AP001,-71, 2462,
2131,1601100766322,26.52712132,128.02825569,AP003,-80, 2432,
2131,1601100766322,26.52712132,128.02825569,AP004,-81, 2412,
2131,1601100766322,26.52712132,128.02825569,AP005,-90, 2422,
2132,1601100767315,26.52712218,128.02825853,AP002,-53, 2427,
2132,1601100767315,26.52712218,128.02825853,AP001,-70, 2462,
2132,1601100767315,26.52712218,128.02825853,AP004,-81, 2412,
2132,1601100767315,26.52712218,128.02825853,AP003,-83, 2432,
2132,1601100767315,26.52712218,128.02825853,AP005,-88, 2422,
2133,1601100768317,26.52712248,128.02826034,AP002,-53, 2427,
2133,1601100768317,26.52712248,128.02826034,AP001,-70, 2462,
2133,1601100768317,26.52712248,128.02826034,AP004,-81, 2412,
2133,1601100768317,26.52712248,128.02826034,AP003,-83, 2432,
2133,1601100768317,26.52712248,128.02826034,AP005,-88, 2422,
2134,1601100769324,26.52712196,128.02826332,AP002,-51, 2427,
2134,1601100769324,26.52712196,128.02826332,AP001,-70, 2462,
2134,1601100769324,26.52712196,128.02826332,AP003,-81, 2432,
2134,1601100769324,26.52712196,128.02826332,AP004,-84, 2412,
2135,1601100770327,26.52712238,128.02826614,AP002,-51, 2427,
2135,1601100770327,26.52712238,128.02826614,AP001,-70, 2462,
2135,1601100770327,26.52712238,128.02826614,AP003,-81, 2432,
2135,1601100770327,26.52712238,128.02826614,AP004,-84, 2412,
2136,1601100771330,26.52712222,128.02826945,AP002,-56, 2427,
2136,1601100771330,26.52712222,128.02826945,AP001,-69, 2462,
2136,1601100771330,26.52712222,128.02826945,AP004,-81, 2412,
2136,1601100771330,26.52712222,128.02826945,AP003,-83, 2432,
2136,1601100771330,26.52712222,128.02826945,AP005,-87, 2422,
2137,1601100772307,26.52712131,128.02827191,AP002,-56, 2427,
2137,1601100772307,26.52712131,128.02827191,AP001,-69, 2462,
2137,1601100772307,26.52712131,128.02827191,AP004,-81, 2412,
2137,1601100772307,26.52712131,128.02827191,AP003,-83, 2432,
2137,1601100772307,26.52712131,128.02827191,AP005,-87, 2422,
2138,1601100773309,26.5271206,128.02827455,AP002,-54, 2427,
2138,1601100773309,26.5271206,128.02827455,AP001,-67, 2462,
2138,1601100773309,26.5271206,128.02827455,AP003,-82, 2432,
2138,1601100773309,26.5271206,128.02827455,AP004,-83, 2412,
2138,1601100773309,26.5271206,128.02827455,AP005,-87, 2422,
2139,1601100774302,26.52711995,128.02827723,AP002,-54, 2427,
2139,1601100774302,26.52711995,128.02827723,AP001,-67, 2462,
2139,1601100774302,26.52711995,128.02827723,AP003,-82, 2432,
2139,1601100774302,26.52711995,128.02827723,AP004,-83, 2412,
2139,1601100774302,26.52711995,128.02827723,AP005,-87, 2422,
2140,1601100775315,26.52712017,128.0282807,AP002,-59, 2427,
2140,1601100775315,26.52712017,128.0282807,AP001,-70, 2462,
2140,1601100775315,26.52712017,128.0282807,AP003,-83, 2432,
2140,1601100775315,26.52712017,128.0282807,AP004,-85, 2412,
2140,1601100775315,26.52712017,128.0282807,AP005,-86, 2422,
2141,1601100776317,26.52712007,128.02828323,AP002,-59, 2427,
2141,1601100776317,26.52712007,128.02828323,AP001,-70, 2462,
2141,1601100776317,26.52712007,128.02828323,AP003,-83, 2432,
2141,1601100776317,26.52712007,128.02828323,AP004,-85, 2412,
2141,1601100776317,26.52712007,128.02828323,AP005,-86, 2422,
2142,1601100777314,26.52712101,128.02828693,AP002,-55, 2427,
2142,1601100777314,26.52712101,128.02828693,AP001,-68, 2462,
2142,1601100777314,26.52712101,128.02828693,AP003,-82, 2432,
2142,1601100777314,26.52712101,128.02828693,AP004,-84, 2412,
2143,1601100778310,26.52712056,128.0282905,AP002,-55, 2427,
2143,1601100778310,26.52712056,128.0282905,AP001,-68, 2462,
2143,1601100778310,26.52712056,128.0282905,AP003,-82, 2432,
2143,1601100778310,26.52712056,128.0282905,AP004,-84, 2412,
2144,1601100779314,26.52712055,128.02829327,AP002,-56, 2427,
2144,1601100779314,26.52712055,128.02829327,AP001,-66, 2462,
2144,1601100779314,26.52712055,128.02829327,AP004,-81, 2412,
2144,1601100779314,26.52712055,128.02829327,AP005,-87, 2422,
2145,1601100780313,26.52712002,128.0282962,AP002,-56, 2427,
2145,1601100780313,26.52712002,128.0282962,AP001,-66, 2462,
2145,1601100780313,26.52712002,128.0282962,AP004,-81, 2412,
2145,1601100780313,26.52712002,128.0282962,AP005,-87, 2422,
2146,1601100781310,26.5271178,128.02829988,AP002,-60, 2427,
2146,1601100781310,26.5271178,128.02829988,AP001,-66, 2462,
2146,1601100781310,26.5271178,128.02829988,AP004,-81, 2412,
2146,1601100781310,26.5271178,128.02829988,AP003,-83, 2432,
2146,1601100781310,26.5271178,128.02829988,AP005,-88, 2422,
2147,1601100782314,26.52711397,128.02830457,AP002,-60, 2427,
2147,1601100782314,26.52711397,128.02830457,AP001,-66, 2462,
2147,1601100782314,26.52711397,128.02830457,AP004,-81, 2412,
2147,1601100782314,26.52711397,128.02830457,AP003,-83, 2432,
2147,1601100782314,26.52711397,128.02830457,AP005,-88, 2422,
2148,1601100783316,26.52711249,128.02830868,AP002,-59, 2427,
2148,1601100783316,26.52711249,128.02830868,AP001,-71, 2462,
2148,1601100783316,26.52711249,128.02830868,AP003,-81, 2432,
2148,1601100783316,26.52711249,128.02830868,AP004,-83, 2412,
2149,1601100784315,26.52711217,128.02831189,AP002,-59, 2427,
2149,1601100784315,26.52711217,128.02831189,AP001,-71, 2462,
2149,1601100784315,26.52711217,128.02831189,AP003,-81, 2432,
2149,1601100784315,26.52711217,128.02831189,AP004,-83, 2412,
2150,1601100785310,26.5271087,128.02831259,AP002,-51, 2427,
2150,1601100785310,26.5271087,128.02831259,AP001,-75, 2462,
2150,1601100785310,26.5271087,128.02831259,AP003,-85, 2432,
2150,1601100785310,26.5271087,128.02831259,AP005,-86, 2422,
2151,1601100786315,26.5271057,128.02831196,AP002,-51, 2427,
2151,1601100786315,26.5271057,128.02831196,AP001,-75, 2462,
2151,1601100786315,26.5271057,128.02831196,AP003,-85, 2432,
2151,1601100786315,26.5271057,128.02831196,AP005,-86, 2422,
2152,1601100787302,26.52710482,128.02831206,AP002,-54, 2427,
2152,1601100787302,26.52710482,128.02831206,AP001,-69, 2462,
2152,1601100787302,26.52710482,128.02831206,AP003,-78, 2432,
2152,1601100787302,26.52710482,128.02831206,AP004,-81, 2412,
2152,1601100787302,26.52710482,128.02831206,AP005,-84, 2422,
2153,1601100788313,26.52710746,128.02830793,AP002,-54, 2427,
2153,1601100788313,26.52710746,128.02830793,AP001,-69, 2462,
2153,1601100788313,26.52710746,128.02830793,AP003,-78, 2432,
2153,1601100788313,26.52710746,128.02830793,AP004,-81, 2412,
2153,1601100788313,26.52710746,128.02830793,AP005,-84, 2422,
2154,1601100789298,26.52711125,128.02830368,AP002,-51, 2427,
2154,1601100789298,26.52711125,128.02830368,AP001,-68, 2462,
2154,1601100789298,26.52711125,128.02830368,AP004,-83, 2412,
2154,1601100789298,26.52711125,128.02830368,AP005,-84, 2422,
2155,1601100790315,26.52711351,128.02829993,AP002,-51, 2427,
2155,1601100790315,26.52711351,128.02829993,AP001,-68, 2462,
2155,1601100790315,26.52711351,128.02829993,AP004,-83, 2412,
2155,1601100790315,26.52711351,128.02829993,AP005,-84, 2422,
2156,1601100791318,26.52711406,128.028296,AP002,-52, 2427,
2156,1601100791318,26.52711406,128.028296,AP001,-71, 2462,
2156,1601100791318,26.52711406,128.028296,AP003,-78, 2432,
2156,1601100791318,26.52711406,128.028296,AP004,-84, 2412,
2156,1601100791318,26.52711406,128.028296,AP005,-85, 2422,
2157,1601100792310,26.52711473,128.02829168,AP002,-52, 2427,
2157,1601100792310,26.52711473,128.02829168,AP001,-71, 2462,
2157,1601100792310,26.52711473,128.02829168,AP003,-78, 2432,
2157,1601100792310,26.52711473,128.02829168,AP004,-84, 2412,
2157,1601100792310,26.52711473,128.02829168,AP005,-85, 2422,
2158,1601100793313,26.5271152,128.02828763,AP002,-50, 2427,
2158,1601100793313,26.5271152,128.02828763,AP001,-76, 2462,
2158,1601100793313,26.5271152,128.02828763,AP003,-78, 2432,
2158,1601100793313,26.5271152,128.02828763,AP004,-81, 2412,
2159,1601100794321,26.52711523,128.02828436,AP002,-50, 2427,
2159,1601100794321,26.52711523,128.02828436,AP001,-76, 2462,
2159,1601100794321,26.52711523,128.02828436,AP003,-78, 2432,
2159,1601100794321,26.52711523,128.02828436,AP004,-81, 2412,
2160,1601100795315,26.5271152,128.02828131,AP002,-49, 2427,
2160,1601100795315,26.5271152,128.02828131,AP001,-77, 2462,
2160,1601100795315,26.5271152,128.02828131,AP003,-79, 2432,
2160,1601100795315,26.5271152,128.02828131,AP004,-82, 2412,
2160,1601100795315,26.5271152,128.02828131,AP005,-86, 2422,
2160,1601100795315,26.5271152,128.02828131,AP005,-91, 2412,
2161,1601100796315,26.5271159,128.0282793,AP002,-49, 2427,
2161,1601100796315,26.5271159,128.0282793,AP001,-77, 2462,
2161,1601100796315,26.5271159,128.0282793,AP003,-79, 2432,
2161,1601100796315,26.5271159,128.0282793,AP004,-82, 2412,
2161,1601100796315,26.5271159,128.0282793,AP005,-86, 2422,
2161,1601100796315,26.5271159,128.0282793,AP005,-91, 2412,
2162,1601100797316,26.52711644,128.0282764,AP002,-48, 2427,
2162,1601100797316,26.52711644,128.0282764,AP001,-74, 2462,
2162,1601100797316,26.52711644,128.0282764,AP004,-79, 2412,
2162,1601100797316,26.52711644,128.0282764,AP005,-87, 2422,
2163,1601100798323,26.52711687,128.02827281,AP002,-48, 2427,
2163,1601100798323,26.52711687,128.02827281,AP001,-74, 2462,
2163,1601100798323,26.52711687,128.02827281,AP004,-79, 2412,
2163,1601100798323,26.52711687,128.02827281,AP005,-87, 2422,
2164,1601100799317,26.52711606,128.02826769,AP002,-49, 2427,
2164,1601100799317,26.52711606,128.02826769,AP001,-77, 2462,
2164,1601100799317,26.52711606,128.02826769,AP004,-79, 2412,
2164,1601100799317,26.52711606,128.02826769,AP003,-80, 2432,
2164,1601100799317,26.52711606,128.02826769,AP005,-85, 2422,
2165,1601100800329,26.52711689,128.02826369,AP002,-49, 2427,
2165,1601100800329,26.52711689,128.02826369,AP001,-77, 2462,
2165,1601100800329,26.52711689,128.02826369,AP004,-79, 2412,
2165,1601100800329,26.52711689,128.02826369,AP003,-80, 2432,
2165,1601100800329,26.52711689,128.02826369,AP005,-85, 2422,
